customer_id,contract_type,tenure_months,monthly_charge,support_tickets,internet_type,paperless_billing,auto_payment,churned
CU-10645,2 ปี,21,890.78,0,ADSL,ไม่,ไม่,0
CU-10646,รายเดือน,43,1075.87,1,ไฟเบอร์,ใช่,ไม่,1
CU-10647,2 ปี,47,652.00,2,ADSL,ใช่,ใช่,0
CU-10648,1 ปี,22,704.89,0,ไฟเบอร์,ใช่,ใช่,0
CU-10649,รายเดือน,6,570.18,0,ADSL,ใช่,ใช่,0
CU-10650,รายเดือน,69,1297.50,1,ADSL,ใช่,ไม่,0
CU-10651,1 ปี,25,629.44,3,ไฟเบอร์,ใช่,ไม่,0
CU-10652,รายเดือน,14,1309.83,1,ไฟเบอร์,ใช่,ใช่,1
CU-10653,1 ปี,64,1082.88,0,ไฟเบอร์,ไม่,ไม่,0
CU-10654,1 ปี,29,1360.81,0,ไฟเบอร์,ไม่,ใช่,0
CU-10655,2 ปี,10,696.33,0,ADSL,ใช่,ใช่,0
CU-10656,รายเดือน,8,1150.99,3,ADSL,ไม่,ใช่,1
CU-10657,รายเดือน,58,974.41,2,ADSL,ใช่,ไม่,0
CU-10658,1 ปี,42,305.05,1,ไฟเบอร์,ใช่,ไม่,1
CU-10659,รายเดือน,46,791.67,0,ADSL,ใช่,ใช่,0
CU-10660,รายเดือน,10,629.68,0,ไฟเบอร์,ใช่,ใช่,0
CU-10661,รายเดือน,32,477.35,3,ไฟเบอร์,ใช่,ไม่,1
CU-10662,รายเดือน,52,698.75,2,ADSL,ไม่,ไม่,0
CU-10663,รายเดือน,43,427.29,1,ADSL,ไม่,ไม่,0
CU-10664,รายเดือน,28,999.68,5,ADSL,ไม่,ไม่,1
CU-10665,รายเดือน,20,1117.68,2,ไฟเบอร์,ใช่,ใช่,1
CU-10666,รายเดือน,7,1336.06,1,ADSL,ใช่,ไม่,1
CU-10667,1 ปี,45,700.11,1,ไฟเบอร์,ใช่,ไม่,0
CU-10668,รายเดือน,58,401.64,0,ADSL,ใช่,ไม่,1
CU-10669,รายเดือน,11,1491.63,5,ไฟเบอร์,ไม่,ไม่,0
CU-10670,1 ปี,33,943.93,2,ADSL,ใช่,ไม่,0
CU-10671,1 ปี,7,1455.30,0,ADSL,ใช่,ไม่,0
CU-10672,2 ปี,40,1087.22,1,ADSL,ใช่,ใช่,0
CU-10673,รายเดือน,10,1335.96,2,ADSL,ใช่,ไม่,1
CU-10674,1 ปี,54,568.93,0,ไฟเบอร์,ไม่,ไม่,0
CU-10675,2 ปี,26,969.23,2,ADSL,ใช่,ใช่,0
CU-10676,2 ปี,14,1510.22,1,ไฟเบอร์,ใช่,ไม่,0
CU-10677,รายเดือน,65,593.74,0,ADSL,ไม่,ใช่,0
CU-10678,รายเดือน,21,426.31,0,ADSL,ไม่,ไม่,0
CU-10679,รายเดือน,61,664.02,1,ADSL,ใช่,ใช่,0
CU-10680,รายเดือน,7,336.86,2,ADSL,ไม่,ไม่,1
CU-10681,1 ปี,46,1123.40,2,ไฟเบอร์,ไม่,ใช่,0
CU-10682,1 ปี,41,690.68,3,ADSL,ไม่,ใช่,0
CU-10683,1 ปี,70,1067.33,0,ADSL,ไม่,ใช่,0
CU-10684,รายเดือน,66,1051.40,0,ADSL,ไม่,ไม่,0
CU-10685,1 ปี,8,1190.97,0,ADSL,ไม่,ไม่,0
CU-10686,รายเดือน,34,1218.50,0,ADSL,ใช่,ไม่,1
CU-10687,รายเดือน,51,552.22,4,ไฟเบอร์,ใช่,ไม่,1
CU-10688,รายเดือน,62,1388.58,3,ไฟเบอร์,ใช่,ใช่,0
CU-10689,รายเดือน,47,537.74,0,ADSL,ไม่,ไม่,1
CU-10690,2 ปี,21,789.99,1,ไฟเบอร์,ใช่,ไม่,0
CU-10691,รายเดือน,37,714.97,2,ADSL,ใช่,ใช่,0
CU-10692,รายเดือน,12,1579.91,1,ADSL,ไม่,ไม่,1
CU-10693,1 ปี,42,926.97,0,ไฟเบอร์,ใช่,ใช่,0
CU-10694,รายเดือน,53,595.37,2,ADSL,ไม่,ใช่,0
CU-10695,2 ปี,57,1204.30,5,ADSL,ใช่,ใช่,0
CU-10696,1 ปี,45,1283.55,1,ไฟเบอร์,ใช่,ใช่,0
CU-10697,รายเดือน,3,556.29,0,ไฟเบอร์,ใช่,ใช่,0
CU-10698,1 ปี,72,579.49,3,ADSL,ไม่,ใช่,0
CU-10699,รายเดือน,7,752.35,0,ไฟเบอร์,ไม่,ใช่,1
CU-10700,รายเดือน,21,1158.37,5,ไฟเบอร์,ใช่,ไม่,1
CU-10701,รายเดือน,48,502.61,0,ADSL,ใช่,ใช่,0
CU-10702,รายเดือน,58,1524.85,0,ไฟเบอร์,ใช่,ใช่,1
CU-10703,รายเดือน,62,311.36,0,ไฟเบอร์,ไม่,ใช่,0
CU-10704,รายเดือน,67,1230.06,0,ไฟเบอร์,ใช่,ใช่,0
CU-10705,2 ปี,30,1528.87,0,ADSL,ใช่,ไม่,0
CU-10706,2 ปี,61,413.55,0,ADSL,ใช่,ใช่,0
CU-10707,1 ปี,42,1004.37,5,ADSL,ใช่,ใช่,0
CU-10708,รายเดือน,31,1376.46,0,ADSL,ใช่,ใช่,0
CU-10709,1 ปี,31,359.35,1,ไฟเบอร์,ไม่,ไม่,0
CU-10710,รายเดือน,9,498.43,1,ไฟเบอร์,ใช่,ใช่,1
CU-10711,2 ปี,66,782.95,0,ไฟเบอร์,ใช่,ใช่,0
CU-10712,รายเดือน,59,605.32,5,ไฟเบอร์,ใช่,ไม่,1
CU-10713,รายเดือน,13,1438.65,1,ADSL,ใช่,ใช่,1
CU-10714,1 ปี,65,1369.99,1,ไฟเบอร์,ใช่,ใช่,0
CU-10715,รายเดือน,33,958.47,2,ไฟเบอร์,ไม่,ไม่,1
CU-10716,รายเดือน,21,432.37,2,ADSL,ใช่,ใช่,1
CU-10717,รายเดือน,70,537.99,0,ADSL,ใช่,ใช่,0
CU-10718,รายเดือน,61,1473.35,2,ไฟเบอร์,ไม่,ใช่,0
CU-10719,รายเดือน,49,442.73,3,ADSL,ใช่,ใช่,0
CU-10720,2 ปี,5,1425.09,1,ไฟเบอร์,ไม่,ไม่,0
CU-10721,รายเดือน,51,1046.13,5,ไฟเบอร์,ใช่,ไม่,1
CU-10722,รายเดือน,62,1001.45,4,ADSL,ใช่,ไม่,1
CU-10723,รายเดือน,72,805.95,3,ไฟเบอร์,ใช่,ไม่,0
CU-10724,1 ปี,9,1334.85,2,ADSL,ใช่,ไม่,1
CU-10725,รายเดือน,60,1492.87,1,ไฟเบอร์,ไม่,ไม่,0
CU-10726,รายเดือน,19,665.85,1,ไฟเบอร์,ไม่,ใช่,1
CU-10727,1 ปี,45,770.84,2,ไฟเบอร์,ไม่,ไม่,0
CU-10728,รายเดือน,26,700.24,0,ADSL,ใช่,ไม่,1
CU-10729,1 ปี,60,908.65,2,ADSL,ไม่,ใช่,0
CU-10730,1 ปี,24,695.96,0,ADSL,ใช่,ไม่,0
CU-10731,1 ปี,10,1243.74,4,ADSL,ใช่,ไม่,0
CU-10732,1 ปี,33,835.43,4,ADSL,ไม่,ไม่,1
CU-10733,1 ปี,53,1475.33,0,ADSL,ไม่,ใช่,0
CU-10734,รายเดือน,11,1014.97,0,ไฟเบอร์,ไม่,ไม่,1
CU-10735,1 ปี,36,1357.60,5,ADSL,ใช่,ใช่,0
CU-10736,1 ปี,24,502.29,0,ADSL,ไม่,ใช่,0
CU-10737,1 ปี,56,1170.01,0,ADSL,ไม่,ใช่,0
CU-10738,1 ปี,30,1003.53,0,ไฟเบอร์,ใช่,ใช่,0
CU-10739,1 ปี,24,1105.37,0,ADSL,ใช่,ใช่,0
CU-10740,1 ปี,65,648.56,5,ไฟเบอร์,ใช่,ไม่,1
CU-10741,รายเดือน,39,616.36,1,ADSL,ใช่,ใช่,1
CU-10742,2 ปี,16,691.83,0,ADSL,ไม่,ใช่,0
CU-10743,รายเดือน,38,1141.23,3,ADSL,ใช่,ไม่,1
CU-10744,รายเดือน,6,422.36,0,ADSL,ไม่,ไม่,0
CU-10745,รายเดือน,28,1010.10,1,ไฟเบอร์,ใช่,ไม่,1
CU-10746,รายเดือน,33,690.34,3,ADSL,ใช่,ไม่,1
CU-10747,2 ปี,3,348.17,5,ไฟเบอร์,ไม่,ใช่,0
CU-10748,2 ปี,43,1217.22,0,ADSL,ใช่,ไม่,1
CU-10749,รายเดือน,60,1519.63,2,ADSL,ใช่,ใช่,1
CU-10750,รายเดือน,65,1110.73,2,ADSL,ใช่,ไม่,0
CU-10751,รายเดือน,6,1282.76,0,ADSL,ใช่,ใช่,1
CU-10752,รายเดือน,32,1225.97,1,ADSL,ใช่,ใช่,0
CU-10753,รายเดือน,33,1153.65,1,ADSL,ใช่,ใช่,0
CU-10754,2 ปี,28,1484.89,3,ADSL,ไม่,ไม่,0
CU-10755,รายเดือน,43,455.19,2,ไฟเบอร์,ใช่,ใช่,0
CU-10756,2 ปี,61,525.27,0,ไฟเบอร์,ไม่,ไม่,0
CU-10757,2 ปี,52,1374.81,1,ADSL,ใช่,ไม่,0
CU-10758,2 ปี,22,410.19,1,ADSL,ใช่,ใช่,0
CU-10759,รายเดือน,5,457.64,0,ไฟเบอร์,ไม่,ไม่,1
CU-10760,รายเดือน,72,831.48,3,ไฟเบอร์,ไม่,ไม่,0
CU-10761,2 ปี,30,1323.75,1,ADSL,ใช่,ใช่,0
CU-10762,รายเดือน,6,681.51,1,ADSL,ใช่,ใช่,1
CU-10763,2 ปี,25,1016.85,1,ไฟเบอร์,ไม่,ใช่,0
CU-10764,รายเดือน,33,751.18,3,ไฟเบอร์,ไม่,ใช่,1
CU-10765,รายเดือน,36,952.19,0,ไฟเบอร์,ไม่,ใช่,0
CU-10766,รายเดือน,69,1495.57,1,ADSL,ไม่,ใช่,0
CU-10767,รายเดือน,72,527.85,0,ADSL,ใช่,ไม่,0
CU-10768,1 ปี,50,522.53,0,ไฟเบอร์,ใช่,ใช่,0
CU-10769,1 ปี,34,1042.91,1,ADSL,ใช่,ใช่,0
CU-10770,2 ปี,60,1410.89,1,ไฟเบอร์,ใช่,ใช่,0
CU-10771,รายเดือน,63,304.40,2,ADSL,ใช่,ใช่,0
CU-10772,1 ปี,2,921.45,0,ADSL,ไม่,ใช่,0
CU-10773,1 ปี,59,1464.48,1,ADSL,ใช่,ไม่,0
CU-10774,รายเดือน,9,1132.53,0,ADSL,ใช่,ใช่,0
CU-10775,รายเดือน,39,906.34,3,ADSL,ใช่,ไม่,0
CU-10776,รายเดือน,34,567.23,2,ADSL,ใช่,ไม่,0
CU-10777,รายเดือน,37,802.46,2,ไฟเบอร์,ใช่,ไม่,0
CU-10778,รายเดือน,12,1524.36,0,ไฟเบอร์,ไม่,ใช่,1
CU-10779,รายเดือน,33,1097.39,2,ADSL,ไม่,ใช่,0
CU-10780,1 ปี,10,806.84,4,ADSL,ใช่,ใช่,0
CU-10781,1 ปี,15,494.91,0,ADSL,ใช่,ใช่,0
CU-10782,รายเดือน,7,1202.52,2,ADSL,ใช่,ไม่,1
CU-10783,รายเดือน,15,1381.26,3,ADSL,ใช่,ใช่,1
CU-10784,1 ปี,59,460.06,1,ไฟเบอร์,ไม่,ใช่,0
CU-10785,รายเดือน,2,819.37,5,ADSL,ใช่,ไม่,1
CU-10786,2 ปี,36,973.19,1,ADSL,ไม่,ไม่,0
CU-10787,1 ปี,27,790.98,0,ADSL,ใช่,ไม่,0
CU-10788,2 ปี,8,715.72,0,ไฟเบอร์,ไม่,ไม่,0
CU-10789,รายเดือน,72,1066.57,4,ADSL,ใช่,ไม่,1
CU-10790,1 ปี,7,997.46,0,ADSL,ไม่,ใช่,0
CU-10791,รายเดือน,62,351.76,2,ADSL,ใช่,ใช่,0
CU-10792,รายเดือน,36,1193.45,1,ไฟเบอร์,ใช่,ไม่,0
CU-10793,1 ปี,16,491.34,1,ไฟเบอร์,ไม่,ไม่,0
CU-10794,รายเดือน,21,413.19,1,ไฟเบอร์,ใช่,ไม่,1
CU-10795,รายเดือน,28,787.13,0,ไฟเบอร์,ใช่,ใช่,1
CU-10796,2 ปี,13,372.11,5,ไฟเบอร์,ใช่,ไม่,0
CU-10797,1 ปี,54,1022.08,0,ไฟเบอร์,ใช่,ไม่,0
CU-10798,1 ปี,71,904.20,5,ADSL,ใช่,ไม่,0
CU-10799,รายเดือน,49,1248.22,4,ไฟเบอร์,ใช่,ใช่,1
CU-10800,1 ปี,53,415.17,1,ADSL,ไม่,ใช่,0
CU-10801,1 ปี,68,1500.91,2,ไฟเบอร์,ใช่,ไม่,0
CU-10802,1 ปี,7,1545.06,1,ADSL,ใช่,ใช่,1
CU-10803,1 ปี,17,1299.27,1,ADSL,ไม่,ไม่,0
CU-10804,รายเดือน,32,315.27,4,ไฟเบอร์,ใช่,ใช่,0
CU-10805,รายเดือน,59,1375.59,0,ADSL,ใช่,ใช่,1
CU-10806,1 ปี,57,1496.06,0,ไฟเบอร์,ใช่,ใช่,0
CU-10807,รายเดือน,12,1454.24,0,ADSL,ใช่,ไม่,1
CU-10808,รายเดือน,27,794.63,1,ADSL,ใช่,ไม่,1
CU-10809,1 ปี,23,1160.17,0,ไฟเบอร์,ใช่,ไม่,0
CU-10810,1 ปี,57,569.47,0,ADSL,ใช่,ไม่,0
CU-10811,รายเดือน,11,873.57,1,ADSL,ใช่,ไม่,1
CU-10812,2 ปี,26,1396.51,0,ไฟเบอร์,ใช่,ไม่,0
CU-10813,รายเดือน,6,1218.54,2,ADSL,ใช่,ใช่,0
CU-10814,รายเดือน,60,646.52,0,ไฟเบอร์,ใช่,ใช่,0
CU-10815,2 ปี,41,1049.74,2,ADSL,ใช่,ใช่,0
CU-10816,2 ปี,19,659.29,1,ADSL,ไม่,ใช่,0
CU-10817,2 ปี,64,802.44,1,ไฟเบอร์,ใช่,ใช่,0
CU-10818,รายเดือน,9,981.04,3,ไฟเบอร์,ใช่,ไม่,0
CU-10819,2 ปี,40,1467.93,5,ไฟเบอร์,ใช่,ไม่,0
CU-10820,2 ปี,48,1104.26,0,ไฟเบอร์,ใช่,ใช่,0
CU-10821,รายเดือน,30,1079.35,0,ADSL,ใช่,ใช่,0
CU-10822,รายเดือน,34,595.67,0,ADSL,ไม่,ไม่,0
CU-10823,รายเดือน,59,890.18,0,ไฟเบอร์,ใช่,ใช่,0
CU-10824,2 ปี,25,1184.72,1,ไฟเบอร์,ใช่,ใช่,0
CU-10825,รายเดือน,49,905.03,4,ไฟเบอร์,ใช่,ใช่,0
CU-10826,1 ปี,40,1173.78,0,ADSL,ไม่,ใช่,0
CU-10827,รายเดือน,69,496.75,3,ADSL,ใช่,ไม่,0
CU-10828,1 ปี,14,863.32,1,ADSL,ใช่,ไม่,0
CU-10829,รายเดือน,38,1200.63,1,ADSL,ใช่,ไม่,1
CU-10830,1 ปี,59,374.32,1,ADSL,ใช่,ใช่,0
CU-10831,รายเดือน,22,337.41,1,ไฟเบอร์,ใช่,ใช่,1
CU-10832,รายเดือน,59,908.32,5,ADSL,ใช่,ใช่,1
CU-10833,1 ปี,36,1435.02,0,ADSL,ไม่,ใช่,0
CU-10834,รายเดือน,3,1369.10,0,ไฟเบอร์,ใช่,ใช่,1
CU-10835,2 ปี,62,1240.30,0,ADSL,ใช่,ใช่,0
CU-10836,2 ปี,54,1534.43,5,ADSL,ไม่,ใช่,0
CU-10837,1 ปี,14,1444.49,4,ไฟเบอร์,ไม่,ไม่,1
CU-10838,รายเดือน,21,1448.22,2,ไฟเบอร์,ใช่,ใช่,0
CU-10839,รายเดือน,64,577.81,2,ไฟเบอร์,ไม่,ใช่,0
CU-10840,2 ปี,49,1053.71,4,ADSL,ใช่,ไม่,0
CU-10841,2 ปี,30,1254.85,4,ไฟเบอร์,ไม่,ใช่,0
CU-10842,1 ปี,51,1205.10,1,ADSL,ใช่,ใช่,0
CU-10843,1 ปี,6,1491.13,0,ADSL,ใช่,ไม่,0
CU-10844,2 ปี,21,1532.70,0,ADSL,ใช่,ใช่,0
CU-10845,1 ปี,6,508.56,2,ไฟเบอร์,ใช่,ไม่,0
CU-10846,รายเดือน,63,422.71,2,ไฟเบอร์,ใช่,ไม่,0
CU-10847,1 ปี,12,908.49,2,ไฟเบอร์,ใช่,ใช่,0
CU-10848,รายเดือน,41,1407.29,1,ADSL,ใช่,ใช่,1
CU-10849,รายเดือน,21,1200.19,1,ADSL,ใช่,ไม่,1
CU-10850,รายเดือน,11,832.14,1,ไฟเบอร์,ไม่,ใช่,1
CU-10851,รายเดือน,31,1263.32,0,ADSL,ใช่,ไม่,1
CU-10852,รายเดือน,48,1549.44,4,ADSL,ไม่,ไม่,1
CU-10853,รายเดือน,53,1378.99,0,ADSL,ใช่,ใช่,0
CU-10854,2 ปี,62,1133.60,0,ADSL,ไม่,ใช่,0
CU-10855,รายเดือน,64,1273.90,0,ADSL,ไม่,ไม่,1
CU-10856,รายเดือน,13,712.58,5,ADSL,ไม่,ใช่,1
CU-10857,2 ปี,53,939.42,2,ADSL,ไม่,ไม่,0
CU-10858,2 ปี,28,866.51,1,ADSL,ใช่,ไม่,0
CU-10859,1 ปี,71,808.64,1,ADSL,ไม่,ไม่,0
CU-10860,รายเดือน,14,599.91,3,ไฟเบอร์,ไม่,ใช่,1
CU-10861,1 ปี,14,1141.17,3,ADSL,ไม่,ใช่,1
CU-10862,1 ปี,21,511.95,1,ADSL,ใช่,ใช่,0
CU-10863,รายเดือน,26,436.20,1,ไฟเบอร์,ใช่,ไม่,0
CU-10864,รายเดือน,52,816.50,3,ไฟเบอร์,ใช่,ใช่,0
CU-10865,รายเดือน,31,499.86,1,ADSL,ใช่,ไม่,0
CU-10866,รายเดือน,2,1437.84,4,ADSL,ไม่,ใช่,1
CU-10867,1 ปี,41,1036.18,0,ADSL,ใช่,ใช่,0
CU-10868,1 ปี,52,1318.92,1,ไฟเบอร์,ไม่,ไม่,0
CU-10869,รายเดือน,38,1103.21,2,ADSL,ไม่,ไม่,0
CU-10870,รายเดือน,63,778.28,0,ไฟเบอร์,ใช่,ใช่,0
CU-10871,1 ปี,65,836.24,0,ADSL,ใช่,ใช่,0
CU-10872,รายเดือน,26,959.49,0,ADSL,ใช่,ไม่,0
CU-10873,2 ปี,30,1072.94,0,ไฟเบอร์,ใช่,ใช่,0
CU-10874,รายเดือน,30,1064.59,2,ADSL,ใช่,ไม่,1
CU-10875,1 ปี,19,767.68,1,ADSL,ใช่,ไม่,0
CU-10876,รายเดือน,48,930.24,0,ADSL,ใช่,ไม่,0
CU-10877,1 ปี,23,404.29,0,ไฟเบอร์,ไม่,ใช่,0
CU-10878,รายเดือน,58,1586.66,0,ADSL,ใช่,ใช่,0
CU-10879,รายเดือน,45,1317.67,3,ADSL,ไม่,ไม่,1
CU-10880,1 ปี,50,1589.49,3,ไฟเบอร์,ไม่,ใช่,0
CU-10881,รายเดือน,45,896.36,1,ADSL,ไม่,ไม่,0
CU-10882,1 ปี,24,794.02,0,ADSL,ใช่,ไม่,1
CU-10883,รายเดือน,51,631.30,1,ADSL,ใช่,ใช่,0
CU-10884,รายเดือน,10,1151.66,0,ADSL,ไม่,ใช่,0
CU-10885,รายเดือน,30,995.69,0,ไฟเบอร์,ใช่,ไม่,1
CU-10886,1 ปี,12,976.20,0,ADSL,ไม่,ไม่,0
CU-10887,1 ปี,41,357.55,3,ไฟเบอร์,ไม่,ใช่,0
CU-10888,1 ปี,6,442.55,0,ADSL,ใช่,ไม่,0
CU-10889,รายเดือน,67,1398.77,3,ไฟเบอร์,ไม่,ไม่,1
CU-10890,1 ปี,12,1117.39,0,ADSL,ไม่,ใช่,0
CU-10891,2 ปี,58,798.37,0,ไฟเบอร์,ไม่,ใช่,0
CU-10892,2 ปี,40,1417.72,1,ไฟเบอร์,ไม่,ไม่,1
CU-10893,รายเดือน,13,1216.98,4,ADSL,ใช่,ใช่,1
CU-10894,1 ปี,47,895.50,4,ADSL,ใช่,ใช่,0
CU-10895,2 ปี,57,1335.29,3,ADSL,ใช่,ใช่,0
CU-10896,1 ปี,20,1120.98,4,ADSL,ใช่,ไม่,1
CU-10897,รายเดือน,58,1240.77,1,ไฟเบอร์,ไม่,ไม่,0
CU-10898,1 ปี,59,1124.53,2,ไฟเบอร์,ไม่,ไม่,0
CU-10899,รายเดือน,49,1229.07,3,ไฟเบอร์,ไม่,ใช่,0
CU-10900,2 ปี,68,1465.89,1,ADSL,ไม่,ไม่,0
CU-10901,รายเดือน,1,1456.85,1,ไฟเบอร์,ใช่,ไม่,0
CU-10902,1 ปี,28,1350.79,2,ไฟเบอร์,ใช่,ใช่,0
CU-10903,1 ปี,55,636.46,0,ไฟเบอร์,ใช่,ใช่,0
CU-10904,รายเดือน,27,897.16,1,ADSL,ไม่,ใช่,1
CU-10905,รายเดือน,54,367.65,0,ADSL,ใช่,ใช่,0
CU-10906,รายเดือน,5,1257.76,1,ADSL,ไม่,ใช่,0
CU-10907,รายเดือน,42,872.18,3,ADSL,ไม่,ใช่,0
CU-10908,1 ปี,71,1345.91,2,ADSL,ไม่,ไม่,0
CU-10909,1 ปี,72,1534.05,0,ADSL,ไม่,ไม่,0
CU-10910,รายเดือน,43,1174.58,0,ADSL,ใช่,ไม่,1
CU-10911,รายเดือน,28,1502.38,0,ไฟเบอร์,ไม่,ไม่,0
CU-10912,รายเดือน,62,465.48,3,ADSL,ใช่,ใช่,0
CU-10913,1 ปี,67,1021.74,0,ไฟเบอร์,ใช่,ใช่,0
CU-10914,2 ปี,41,1329.64,0,ไฟเบอร์,ใช่,ใช่,0
CU-10915,2 ปี,39,838.39,5,ADSL,ไม่,ไม่,0
CU-10916,2 ปี,38,1316.12,1,ADSL,ไม่,ใช่,0
CU-10917,รายเดือน,8,1072.33,0,ADSL,ใช่,ใช่,0
CU-10918,2 ปี,39,1494.51,3,ไฟเบอร์,ใช่,ใช่,1
CU-10919,1 ปี,3,437.63,0,ไฟเบอร์,ไม่,ใช่,0
CU-10920,รายเดือน,2,1493.02,1,ไฟเบอร์,ใช่,ใช่,0
CU-10921,รายเดือน,18,892.92,0,ADSL,ใช่,ใช่,0
CU-10922,รายเดือน,14,848.75,3,ADSL,ใช่,ไม่,1
CU-10923,รายเดือน,47,831.45,1,ADSL,ไม่,ไม่,0
CU-10924,รายเดือน,41,1462.52,1,ADSL,ใช่,ไม่,1
CU-10925,2 ปี,65,952.11,0,ไฟเบอร์,ใช่,ใช่,0
CU-10926,รายเดือน,3,584.23,2,ไฟเบอร์,ใช่,ไม่,1
CU-10927,รายเดือน,23,675.54,0,ไฟเบอร์,ไม่,ใช่,0
CU-10928,รายเดือน,21,911.34,1,ไฟเบอร์,ใช่,ไม่,1
CU-10929,2 ปี,17,1028.37,3,ไฟเบอร์,ไม่,ใช่,0
CU-10930,1 ปี,3,383.87,2,ไฟเบอร์,ใช่,ไม่,1
CU-10931,รายเดือน,6,823.54,3,ADSL,ใช่,ใช่,1
CU-10932,2 ปี,31,923.02,0,ADSL,ใช่,ไม่,0
CU-10933,1 ปี,64,902.39,0,ADSL,ใช่,ใช่,0
CU-10934,รายเดือน,27,469.83,1,ADSL,ไม่,ไม่,1
CU-10935,2 ปี,67,534.71,0,ADSL,ใช่,ใช่,0
CU-10936,1 ปี,61,1237.10,3,ADSL,ใช่,ไม่,1
CU-10937,รายเดือน,2,1491.37,2,ADSL,ใช่,ใช่,0
CU-10938,1 ปี,33,674.86,0,ไฟเบอร์,ใช่,ไม่,0
CU-10939,รายเดือน,14,1534.10,0,ไฟเบอร์,ใช่,ใช่,0
CU-10940,1 ปี,62,1191.14,0,ADSL,ใช่,ใช่,0
CU-10941,1 ปี,30,1114.10,1,ADSL,ใช่,ไม่,0
CU-10942,รายเดือน,53,1392.47,0,ไฟเบอร์,ไม่,ไม่,1
CU-10943,รายเดือน,38,741.70,0,ADSL,ใช่,ไม่,1
CU-10944,รายเดือน,70,1398.89,1,ADSL,ใช่,ไม่,0
CU-10945,1 ปี,3,709.26,1,ADSL,ใช่,ไม่,0
CU-10946,1 ปี,21,906.50,1,ADSL,ใช่,ใช่,0
CU-10947,1 ปี,14,367.57,0,ไฟเบอร์,ใช่,ใช่,1
CU-10948,1 ปี,16,548.79,0,ไฟเบอร์,ไม่,ไม่,0
CU-10949,2 ปี,36,1368.56,2,ADSL,ไม่,ไม่,0
CU-10950,รายเดือน,68,1075.59,5,ADSL,ใช่,ใช่,1
CU-10951,รายเดือน,8,415.79,2,ADSL,ไม่,ใช่,0
CU-10952,2 ปี,18,1276.40,0,ไฟเบอร์,ใช่,ใช่,0
CU-10953,1 ปี,36,806.06,0,ADSL,ใช่,ใช่,0
CU-10954,รายเดือน,36,583.25,2,ADSL,ใช่,ใช่,0
CU-10955,รายเดือน,38,851.73,0,ADSL,ไม่,ใช่,0
CU-10956,รายเดือน,49,588.62,1,ADSL,ใช่,ไม่,0
CU-10957,รายเดือน,65,1181.85,1,ADSL,ใช่,ใช่,0
CU-10958,รายเดือน,37,356.90,1,ADSL,ใช่,ไม่,0
CU-10959,1 ปี,21,1033.70,0,ADSL,ใช่,ไม่,0
CU-10960,รายเดือน,5,962.32,2,ADSL,ใช่,ใช่,0
CU-10961,2 ปี,22,841.93,1,ADSL,ใช่,ไม่,0
CU-10962,1 ปี,41,1522.67,1,ADSL,ใช่,ใช่,1
CU-10963,รายเดือน,43,695.54,1,ไฟเบอร์,ใช่,ไม่,1
CU-10964,2 ปี,33,543.55,0,ADSL,ใช่,ไม่,0
CU-10965,1 ปี,31,908.51,0,ADSL,ใช่,ใช่,0
CU-10966,รายเดือน,29,373.36,0,ADSL,ไม่,ไม่,0
CU-10967,2 ปี,11,948.90,1,ไฟเบอร์,ไม่,ใช่,0
CU-10968,รายเดือน,62,1326.83,0,ไฟเบอร์,ไม่,ไม่,0
CU-10969,รายเดือน,16,941.82,4,ไฟเบอร์,ใช่,ไม่,1
CU-10970,รายเดือน,4,742.64,5,ไฟเบอร์,ไม่,ไม่,1
CU-10971,รายเดือน,44,1122.47,1,ไฟเบอร์,ไม่,ใช่,0
CU-10972,2 ปี,51,986.57,1,ไฟเบอร์,ไม่,ใช่,0
CU-10973,รายเดือน,26,1246.96,2,ไฟเบอร์,ใช่,ไม่,1
CU-10974,2 ปี,18,468.41,0,ADSL,ใช่,ไม่,0
CU-10975,2 ปี,36,386.34,5,ไฟเบอร์,ใช่,ใช่,0
CU-10976,2 ปี,9,409.27,0,ไฟเบอร์,ใช่,ใช่,0
CU-10977,รายเดือน,63,833.05,1,ADSL,ใช่,ใช่,1
CU-10978,1 ปี,40,1203.62,0,ADSL,ใช่,ไม่,0
CU-10979,รายเดือน,47,1029.97,0,ADSL,ใช่,ใช่,0
CU-10980,1 ปี,16,980.95,0,ไฟเบอร์,ใช่,ใช่,0
CU-10981,รายเดือน,52,880.15,1,ADSL,ใช่,ใช่,1
CU-10982,1 ปี,56,867.62,0,ไฟเบอร์,ใช่,ไม่,0
CU-10983,รายเดือน,8,1449.94,1,ADSL,ใช่,ใช่,1
CU-10984,รายเดือน,34,1531.66,2,ไฟเบอร์,ไม่,ใช่,1
CU-10985,1 ปี,23,1092.37,1,ADSL,ใช่,ใช่,0
CU-10986,รายเดือน,13,973.67,2,ไฟเบอร์,ใช่,ไม่,1
CU-10987,1 ปี,55,1474.44,1,ไฟเบอร์,ใช่,ไม่,0
CU-10988,1 ปี,67,914.77,3,ADSL,ใช่,ใช่,0
CU-10989,รายเดือน,40,414.78,0,ADSL,ไม่,ใช่,0
CU-10990,1 ปี,16,1448.67,2,ไฟเบอร์,ใช่,ใช่,0
CU-10991,2 ปี,64,1438.96,4,ไฟเบอร์,ไม่,ใช่,0
CU-10992,รายเดือน,23,1259.19,4,ไฟเบอร์,ใช่,ใช่,1
