sales_date,store_id,region,net_amount,transactions
2023-05-18,S-01,ภาคกลาง,78958.81,416
2023-05-18,S-02,ภาคกลาง,78958.81,333
2023-05-18,S-03,ภาคอีสาน,44743.33,235
2023-05-18,S-04,ภาคอีสาน,44743.33,187
2023-05-18,S-05,ภาคเหนือ,47375.29,155
2023-05-18,S-06,ภาคใต้,42111.37,178
2023-05-18,S-90,ภาคกลาง,78958.81,304
2023-05-19,S-01,ภาคกลาง,69322.52,286
2023-05-19,S-02,ภาคกลาง,69322.52,259
2023-05-19,S-03,ภาคอีสาน,39282.76,182
2023-05-19,S-04,ภาคอีสาน,39282.76,175
2023-05-19,S-05,ภาคเหนือ,41593.51,151
2023-05-19,S-06,ภาคใต้,36972.01,165
2023-05-19,S-90,ภาคกลาง,69322.52,286
2023-05-20,S-01,ภาคกลาง,107627.79,478
2023-05-20,S-02,ภาคกลาง,107627.79,354
2023-05-20,S-03,ภาคอีสาน,60989.08,281
2023-05-20,S-04,ภาคอีสาน,60989.08,309
2023-05-20,S-05,ภาคเหนือ,64576.67,266
2023-05-20,S-06,ภาคใต้,57401.49,285
2023-05-20,S-90,ภาคกลาง,107627.79,410
2023-05-21,S-01,ภาคกลาง,107456.7,449
2023-05-21,S-02,ภาคกลาง,107456.7,466
2023-05-21,S-03,ภาคอีสาน,60892.13,202
2023-05-21,S-04,ภาคอีสาน,60892.13,275
2023-05-21,S-05,ภาคเหนือ,64474.02,236
2023-05-21,S-06,ภาคใต้,57310.24,290
2023-05-21,S-90,ภาคกลาง,107456.7,342
2023-05-22,S-01,ภาคกลาง,77306.62,271
2023-05-22,S-02,ภาคกลาง,77306.62,379
2023-05-22,S-03,ภาคอีสาน,43807.09,144
2023-05-22,S-04,ภาคอีสาน,43807.09,156
2023-05-22,S-05,ภาคเหนือ,46383.97,155
2023-05-22,S-06,ภาคใต้,41230.2,129
2023-05-22,S-90,ภาคกลาง,77306.62,353
2023-05-23,S-01,ภาคกลาง,73548.4,234
2023-05-23,S-02,ภาคกลาง,73548.4,305
2023-05-23,S-03,ภาคอีสาน,41677.43,134
2023-05-23,S-04,ภาคอีสาน,41677.43,146
2023-05-23,S-05,ภาคเหนือ,44129.04,182
2023-05-23,S-06,ภาคใต้,39225.81,210
2023-05-23,S-90,ภาคกลาง,73548.4,276
2023-05-24,S-01,ภาคกลาง,66319.73,264
2023-05-24,S-02,ภาคกลาง,66319.73,236
2023-05-24,S-03,ภาคอีสาน,37581.18,123
2023-05-24,S-04,ภาคอีสาน,37581.18,120
2023-05-24,S-05,ภาคเหนือ,39791.84,137
2023-05-24,S-06,ภาคใต้,35370.52,125
2023-05-24,S-90,ภาคกลาง,66319.73,224
2023-05-25,S-01,ภาคกลาง,75845.45,284
2023-05-25,S-02,ภาคกลาง,75845.45,304
2023-05-25,S-03,ภาคอีสาน,42979.09,182
2023-05-25,S-04,ภาคอีสาน,42979.09,209
2023-05-25,S-05,ภาคเหนือ,45507.27,143
2023-05-25,S-06,ภาคใต้,40450.9,209
2023-05-25,S-90,ภาคกลาง,75845.45,312
2023-05-26,S-01,ภาคกลาง,70875.22,294
2023-05-26,S-02,ภาคกลาง,70875.22,281
2023-05-26,S-03,ภาคอีสาน,40162.63,146
2023-05-26,S-04,ภาคอีสาน,40162.63,132
2023-05-26,S-05,ภาคเหนือ,42525.13,179
2023-05-26,S-06,ภาคใต้,37800.12,118
2023-05-26,S-90,ภาคกลาง,70875.22,270
2023-05-27,S-01,ภาคกลาง,101488.09,551
2023-05-27,S-02,ภาคกลาง,101488.09,385
2023-05-27,S-03,ภาคอีสาน,57509.92,247
2023-05-27,S-04,ภาคอีสาน,57509.92,298
2023-05-27,S-05,ภาคเหนือ,60892.86,210
2023-05-27,S-06,ภาคใต้,54126.98,252
2023-05-27,S-90,ภาคกลาง,101488.09,338
2023-05-28,S-01,ภาคกลาง,90985.6,297
2023-05-28,S-02,ภาคกลาง,90985.6,381
2023-05-28,S-03,ภาคอีสาน,51558.5,218
2023-05-28,S-04,ภาคอีสาน,51558.5,183
2023-05-28,S-05,ภาคเหนือ,54591.36,180
2023-05-28,S-06,ภาคใต้,48525.65,206
2023-05-28,S-90,ภาคกลาง,90985.6,369
2023-05-29,S-01,ภาคกลาง,67095.34,318
2023-05-29,S-02,ภาคกลาง,67095.34,295
2023-05-29,S-03,ภาคอีสาน,38020.69,186
2023-05-29,S-04,ภาคอีสาน,38020.69,185
2023-05-29,S-05,ภาคเหนือ,40257.2,199
2023-05-29,S-06,ภาคใต้,35784.18,112
2023-05-29,S-90,ภาคกลาง,67095.34,311
2023-05-30,S-01,ภาคกลาง,70260.75,273
2023-05-30,S-02,ภาคกลาง,70260.75,327
2023-05-30,S-03,ภาคอีสาน,39814.42,154
2023-05-30,S-04,ภาคอีสาน,39814.42,156
2023-05-30,S-05,ภาคเหนือ,42156.45,162
2023-05-30,S-06,ภาคใต้,37472.4,152
2023-05-30,S-90,ภาคกลาง,70260.75,355
2023-05-31,S-01,ภาคกลาง,79118.66,433
2023-05-31,S-02,ภาคกลาง,79118.66,304
2023-05-31,S-03,ภาคอีสาน,44833.91,226
2023-05-31,S-04,ภาคอีสาน,44833.91,195
2023-05-31,S-05,ภาคเหนือ,47471.2,233
2023-05-31,S-06,ภาคใต้,42196.62,141
2023-05-31,S-90,ภาคกลาง,79118.66,356
2023-06-01,S-01,ภาคกลาง,76524.3,416
2023-06-01,S-02,ภาคกลาง,76524.3,314
2023-06-01,S-03,ภาคอีสาน,43363.77,188
2023-06-01,S-04,ภาคอีสาน,43363.77,170
2023-06-01,S-05,ภาคเหนือ,45914.58,166
2023-06-01,S-06,ภาคใต้,40812.96,128
2023-06-01,S-90,ภาคกลาง,76524.3,239
2023-06-02,S-01,ภาคกลาง,78853.84,264
2023-06-02,S-02,ภาคกลาง,78853.84,408
2023-06-02,S-03,ภาคอีสาน,44683.84,161
2023-06-02,S-04,ภาคอีสาน,44683.84,174
2023-06-02,S-05,ภาคเหนือ,47312.3,230
2023-06-02,S-06,ภาคใต้,42055.38,221
2023-06-02,S-90,ภาคกลาง,78853.84,279
2023-06-03,S-01,ภาคกลาง,90271.81,326
2023-06-03,S-02,ภาคกลาง,90271.81,486
2023-06-03,S-03,ภาคอีสาน,51154.03,164
2023-06-03,S-04,ภาคอีสาน,51154.03,181
2023-06-03,S-05,ภาคเหนือ,54163.09,247
2023-06-03,S-06,ภาคใต้,48144.96,216
2023-06-03,S-90,ภาคกลาง,90271.81,282
2023-06-04,S-01,ภาคกลาง,103310.41,428
2023-06-04,S-02,ภาคกลาง,103310.41,471
2023-06-04,S-03,ภาคอีสาน,58542.56,260
2023-06-04,S-04,ภาคอีสาน,58542.56,185
2023-06-04,S-05,ภาคเหนือ,61986.24,219
2023-06-04,S-06,ภาคใต้,55098.88,217
2023-06-04,S-90,ภาคกลาง,103310.41,370
2023-06-05,S-01,ภาคกลาง,70957.97,232
2023-06-05,S-02,ภาคกลาง,70957.97,346
2023-06-05,S-03,ภาคอีสาน,40209.51,215
2023-06-05,S-04,ภาคอีสาน,40209.51,133
2023-06-05,S-05,ภาคเหนือ,42574.78,151
2023-06-05,S-06,ภาคใต้,37844.25,179
2023-06-05,S-90,ภาคกลาง,70957.97,304
2023-06-06,S-01,ภาคกลาง,81358.09,431
2023-06-06,S-02,ภาคกลาง,81358.09,432
2023-06-06,S-03,ภาคอีสาน,46102.92,177
2023-06-06,S-04,ภาคอีสาน,46102.92,228
2023-06-06,S-05,ภาคเหนือ,48814.86,229
2023-06-06,S-06,ภาคใต้,43390.98,234
2023-06-06,S-90,ภาคกลาง,81358.09,277
2023-06-07,S-01,ภาคกลาง,67210.33,308
2023-06-07,S-02,ภาคกลาง,67210.33,296
2023-06-07,S-03,ภาคอีสาน,38085.85,196
2023-06-07,S-04,ภาคอีสาน,38085.85,126
2023-06-07,S-05,ภาคเหนือ,40326.2,190
2023-06-07,S-06,ภาคใต้,35845.51,139
2023-06-07,S-90,ภาคกลาง,67210.33,242
2023-06-08,S-01,ภาคกลาง,80664.68,272
2023-06-08,S-02,ภาคกลาง,80664.68,327
2023-06-08,S-03,ภาคอีสาน,45709.98,163
2023-06-08,S-04,ภาคอีสาน,45709.98,211
2023-06-08,S-05,ภาคเหนือ,48398.81,191
2023-06-08,S-06,ภาคใต้,43021.16,189
2023-06-08,S-90,ภาคกลาง,80664.68,404
2023-06-09,S-01,ภาคกลาง,72679.18,377
2023-06-09,S-02,ภาคกลาง,72679.18,379
2023-06-09,S-03,ภาคอีสาน,41184.87,132
2023-06-09,S-04,ภาคอีสาน,41184.87,154
2023-06-09,S-05,ภาคเหนือ,43607.51,185
2023-06-09,S-06,ภาคใต้,38762.23,175
2023-06-09,S-90,ภาคกลาง,72679.18,369
2023-06-10,S-01,ภาคกลาง,98430.69,398
2023-06-10,S-02,ภาคกลาง,98430.69,370
2023-06-10,S-03,ภาคอีสาน,55777.39,259
2023-06-10,S-04,ภาคอีสาน,55777.39,190
2023-06-10,S-05,ภาคเหนือ,59058.42,214
2023-06-10,S-06,ภาคใต้,52496.37,270
2023-06-10,S-90,ภาคกลาง,98430.69,411
2023-06-11,S-01,ภาคกลาง,94410.63,446
2023-06-11,S-02,ภาคกลาง,94410.63,329
2023-06-11,S-03,ภาคอีสาน,53499.36,203
2023-06-11,S-04,ภาคอีสาน,53499.36,276
2023-06-11,S-05,ภาคเหนือ,56646.38,226
2023-06-11,S-06,ภาคใต้,50352.34,197
2023-06-11,S-90,ภาคกลาง,94410.63,350
2023-06-12,S-01,ภาคกลาง,82497.74,410
2023-06-12,S-02,ภาคกลาง,82497.74,285
2023-06-12,S-03,ภาคอีสาน,46748.72,166
2023-06-12,S-04,ภาคอีสาน,46748.72,148
2023-06-12,S-05,ภาคเหนือ,49498.65,199
2023-06-12,S-06,ภาคใต้,43998.8,238
2023-06-12,S-90,ภาคกลาง,82497.74,368
2023-06-13,S-01,ภาคกลาง,79389.5,332
2023-06-13,S-02,ภาคกลาง,79389.5,423
2023-06-13,S-03,ภาคอีสาน,44987.38,237
2023-06-13,S-04,ภาคอีสาน,44987.38,189
2023-06-13,S-05,ภาคเหนือ,47633.7,166
2023-06-13,S-06,ภาคใต้,42341.07,143
2023-06-13,S-90,ภาคกลาง,79389.5,249
2023-06-14,S-01,ภาคกลาง,71681.86,329
2023-06-14,S-02,ภาคกลาง,71681.86,323
2023-06-14,S-03,ภาคอีสาน,40619.72,176
2023-06-14,S-04,ภาคอีสาน,40619.72,166
2023-06-14,S-05,ภาคเหนือ,43009.12,135
2023-06-14,S-06,ภาคใต้,38230.33,158
2023-06-14,S-90,ภาคกลาง,71681.86,281
2023-06-15,S-01,ภาคกลาง,81618.26,294
2023-06-15,S-02,ภาคกลาง,81618.26,450
2023-06-15,S-03,ภาคอีสาน,46250.35,156
2023-06-15,S-04,ภาคอีสาน,46250.35,247
2023-06-15,S-05,ภาคเหนือ,48970.96,207
2023-06-15,S-06,ภาคใต้,43529.74,169
2023-06-15,S-90,ภาคกลาง,81618.26,271
2023-06-16,S-01,ภาคกลาง,70864.77,237
2023-06-16,S-02,ภาคกลาง,70864.77,276
2023-06-16,S-03,ภาคอีสาน,40156.7,165
2023-06-16,S-04,ภาคอีสาน,40156.7,196
2023-06-16,S-05,ภาคเหนือ,42518.86,141
2023-06-16,S-06,ภาคใต้,37794.54,120
2023-06-16,S-90,ภาคกลาง,70864.77,234
2023-06-17,S-01,ภาคกลาง,92882.36,456
2023-06-17,S-02,ภาคกลาง,92882.36,337
2023-06-17,S-03,ภาคอีสาน,52633.34,180
2023-06-17,S-04,ภาคอีสาน,52633.34,205
2023-06-17,S-05,ภาคเหนือ,55729.42,303
2023-06-17,S-06,ภาคใต้,49537.26,212
2023-06-17,S-90,ภาคกลาง,92882.36,364
2023-06-18,S-01,ภาคกลาง,91920.16,309
2023-06-18,S-02,ภาคกลาง,91920.16,291
2023-06-18,S-03,ภาคอีสาน,52088.09,274
2023-06-18,S-04,ภาคอีสาน,52088.09,171
2023-06-18,S-05,ภาคเหนือ,55152.09,207
2023-06-18,S-06,ภาคใต้,49024.08,173
2023-06-18,S-90,ภาคกลาง,91920.16,312
2023-06-19,S-01,ภาคกลาง,79568.07,264
2023-06-19,S-02,ภาคกลาง,79568.07,266
2023-06-19,S-03,ภาคอีสาน,45088.57,250
2023-06-19,S-04,ภาคอีสาน,45088.57,194
2023-06-19,S-05,ภาคเหนือ,47740.84,165
2023-06-19,S-06,ภาคใต้,42436.31,187
2023-06-19,S-90,ภาคกลาง,79568.07,277
2023-06-20,S-01,ภาคกลาง,80323.23,340
2023-06-20,S-02,ภาคกลาง,80323.23,339
2023-06-20,S-03,ภาคอีสาน,45516.49,249
2023-06-20,S-04,ภาคอีสาน,45516.49,207
2023-06-20,S-05,ภาคเหนือ,48193.94,173
2023-06-20,S-06,ภาคใต้,42839.05,176
2023-06-20,S-90,ภาคกลาง,80323.23,273
2023-06-21,S-01,ภาคกลาง,81122.99,326
2023-06-21,S-02,ภาคกลาง,81122.99,417
2023-06-21,S-03,ภาคอีสาน,45969.69,210
2023-06-21,S-04,ภาคอีสาน,45969.69,146
2023-06-21,S-05,ภาคเหนือ,48673.79,156
2023-06-21,S-06,ภาคใต้,43265.59,198
2023-06-21,S-90,ภาคกลาง,81122.99,263
2023-06-22,S-01,ภาคกลาง,68580.66,266
2023-06-22,S-02,ภาคกลาง,68580.66,328
2023-06-22,S-03,ภาคอีสาน,38862.37,131
2023-06-22,S-04,ภาคอีสาน,38862.37,135
2023-06-22,S-05,ภาคเหนือ,41148.39,143
2023-06-22,S-06,ภาคใต้,36576.35,130
2023-06-22,S-90,ภาคกลาง,68580.66,241
2023-06-23,S-01,ภาคกลาง,81307.82,447
2023-06-23,S-02,ภาคกลาง,81307.82,352
2023-06-23,S-03,ภาคอีสาน,46074.43,172
2023-06-23,S-04,ภาคอีสาน,46074.43,178
2023-06-23,S-05,ภาคเหนือ,48784.69,179
2023-06-23,S-06,ภาคใต้,43364.17,162
2023-06-23,S-90,ภาคกลาง,81307.82,329
2023-06-24,S-01,ภาคกลาง,91458.89,295
2023-06-24,S-02,ภาคกลาง,91458.89,480
2023-06-24,S-03,ภาคอีสาน,51826.71,194
2023-06-24,S-04,ภาคอีสาน,51826.71,201
2023-06-24,S-05,ภาคเหนือ,54875.34,227
2023-06-24,S-06,ภาคใต้,48778.08,193
2023-06-24,S-90,ภาคกลาง,91458.89,293
2023-06-25,S-01,ภาคกลาง,91820.75,487
2023-06-25,S-02,ภาคกลาง,91820.75,478
2023-06-25,S-03,ภาคอีสาน,52031.76,201
2023-06-25,S-04,ภาคอีสาน,52031.76,262
2023-06-25,S-05,ภาคเหนือ,55092.45,179
2023-06-25,S-06,ภาคใต้,48971.07,196
2023-06-25,S-90,ภาคกลาง,91820.75,384
2023-06-26,S-01,ภาคกลาง,71628.97,364
2023-06-26,S-02,ภาคกลาง,71628.97,256
2023-06-26,S-03,ภาคอีสาน,40589.75,137
2023-06-26,S-04,ภาคอีสาน,40589.75,187
2023-06-26,S-05,ภาคเหนือ,42977.38,198
2023-06-26,S-06,ภาคใต้,38202.12,186
2023-06-26,S-90,ภาคกลาง,71628.97,281
2023-06-27,S-01,ภาคกลาง,79936.07,273
2023-06-27,S-02,ภาคกลาง,79936.07,407
2023-06-27,S-03,ภาคอีสาน,45297.11,147
2023-06-27,S-04,ภาคอีสาน,45297.11,172
2023-06-27,S-05,ภาคเหนือ,47961.64,240
2023-06-27,S-06,ภาคใต้,42632.57,149
2023-06-27,S-90,ภาคกลาง,79936.07,277
2023-06-28,S-01,ภาคกลาง,66141.19,257
2023-06-28,S-02,ภาคกลาง,66141.19,273
2023-06-28,S-03,ภาคอีสาน,37480.01,148
2023-06-28,S-04,ภาคอีสาน,37480.01,141
2023-06-28,S-05,ภาคเหนือ,39684.71,124
2023-06-28,S-06,ภาคใต้,35275.3,155
2023-06-28,S-90,ภาคกลาง,66141.19,234
2023-06-29,S-01,ภาคกลาง,74446.87,343
2023-06-29,S-02,ภาคกลาง,74446.87,234
2023-06-29,S-03,ภาคอีสาน,42186.56,147
2023-06-29,S-04,ภาคอีสาน,42186.56,132
2023-06-29,S-05,ภาคเหนือ,44668.12,219
2023-06-29,S-06,ภาคใต้,39705.0,141
2023-06-29,S-90,ภาคกลาง,74446.87,290
2023-06-30,S-01,ภาคกลาง,67057.03,313
2023-06-30,S-02,ภาคกลาง,67057.03,211
2023-06-30,S-03,ภาคอีสาน,37998.99,151
2023-06-30,S-04,ภาคอีสาน,37998.99,187
2023-06-30,S-05,ภาคเหนือ,40234.22,144
2023-06-30,S-06,ภาคใต้,35763.75,172
2023-06-30,S-90,ภาคกลาง,67057.03,335
2023-07-01,S-01,ภาคกลาง,105901.24,427
2023-07-01,S-02,ภาคกลาง,105901.24,477
2023-07-01,S-03,ภาคอีสาน,60010.7,212
2023-07-01,S-04,ภาคอีสาน,60010.7,301
2023-07-01,S-05,ภาคเหนือ,63540.74,337
2023-07-01,S-06,ภาคใต้,56480.66,233
2023-07-01,S-90,ภาคกลาง,105901.24,554
2023-07-02,S-01,ภาคกลาง,92293.77,327
2023-07-02,S-02,ภาคกลาง,92293.77,334
2023-07-02,S-03,ภาคอีสาน,52299.8,166
2023-07-02,S-04,ภาคอีสาน,52299.8,278
2023-07-02,S-05,ภาคเหนือ,55376.26,305
2023-07-02,S-06,ภาคใต้,49223.35,216
2023-07-02,S-90,ภาคกลาง,92293.77,421
2023-07-03,S-01,ภาคกลาง,79483.47,391
2023-07-03,S-02,ภาคกลาง,79483.47,320
2023-07-03,S-03,ภาคอีสาน,45040.63,174
2023-07-03,S-04,ภาคอีสาน,45040.63,160
2023-07-03,S-05,ภาคเหนือ,47690.08,192
2023-07-03,S-06,ภาคใต้,42391.19,162
2023-07-03,S-90,ภาคกลาง,79483.47,266
2023-07-04,S-01,ภาคกลาง,80108.34,349
2023-07-04,S-02,ภาคกลาง,80108.34,430
2023-07-04,S-03,ภาคอีสาน,45394.72,145
2023-07-04,S-04,ภาคอีสาน,45394.72,204
2023-07-04,S-05,ภาคเหนือ,48065.0,214
2023-07-04,S-06,ภาคใต้,42724.45,145
2023-07-04,S-90,ภาคกลาง,80108.34,415
2023-07-05,S-01,ภาคกลาง,79515.51,270
2023-07-05,S-02,ภาคกลาง,79515.51,323
2023-07-05,S-03,ภาคอีสาน,45058.79,156
2023-07-05,S-04,ภาคอีสาน,45058.79,146
2023-07-05,S-05,ภาคเหนือ,47709.31,161
2023-07-05,S-06,ภาคใต้,42408.27,151
2023-07-05,S-90,ภาคกลาง,79515.51,322
2023-07-06,S-01,ภาคกลาง,70633.35,232
2023-07-06,S-02,ภาคกลาง,70633.35,225
2023-07-06,S-03,ภาคอีสาน,40025.57,131
2023-07-06,S-04,ภาคอีสาน,40025.57,166
2023-07-06,S-05,ภาคเหนือ,42380.01,170
2023-07-06,S-06,ภาคใต้,37671.12,169
2023-07-06,S-90,ภาคกลาง,70633.35,248
2023-07-07,S-01,ภาคกลาง,79369.59,355
2023-07-07,S-02,ภาคกลาง,79369.59,284
2023-07-07,S-03,ภาคอีสาน,44976.1,143
2023-07-07,S-04,ภาคอีสาน,44976.1,175
2023-07-07,S-05,ภาคเหนือ,47621.76,164
2023-07-07,S-06,ภาคใต้,42330.45,189
2023-07-07,S-90,ภาคกลาง,79369.59,366
2023-07-08,S-01,ภาคกลาง,88873.75,407
2023-07-08,S-02,ภาคกลาง,88873.75,297
2023-07-08,S-03,ภาคอีสาน,50361.79,157
2023-07-08,S-04,ภาคอีสาน,50361.79,263
2023-07-08,S-05,ภาคเหนือ,53324.25,187
2023-07-08,S-06,ภาคใต้,47399.33,262
2023-07-08,S-90,ภาคกลาง,88873.75,445
2023-07-09,S-01,ภาคกลาง,104798.91,426
2023-07-09,S-02,ภาคกลาง,104798.91,529
2023-07-09,S-03,ภาคอีสาน,59386.05,186
2023-07-09,S-04,ภาคอีสาน,59386.05,195
2023-07-09,S-05,ภาคเหนือ,62879.35,262
2023-07-09,S-06,ภาคใต้,55892.75,255
2023-07-09,S-90,ภาคกลาง,104798.91,447
2023-07-10,S-01,ภาคกลาง,77901.59,296
2023-07-10,S-02,ภาคกลาง,77901.59,249
2023-07-10,S-03,ภาคอีสาน,44144.24,172
2023-07-10,S-04,ภาคอีสาน,44144.24,147
2023-07-10,S-05,ภาคเหนือ,46740.96,182
2023-07-10,S-06,ภาคใต้,41547.52,153
2023-07-10,S-90,ภาคกลาง,77901.59,356
2023-07-11,S-01,ภาคกลาง,72433.82,292
2023-07-11,S-02,ภาคกลาง,72433.82,313
2023-07-11,S-03,ภาคอีสาน,41045.83,183
2023-07-11,S-04,ภาคอีสาน,41045.83,195
2023-07-11,S-05,ภาคเหนือ,43460.29,146
2023-07-11,S-06,ภาคใต้,38631.37,160
2023-07-11,S-90,ภาคกลาง,72433.82,334
2023-07-12,S-01,ภาคกลาง,62988.59,197
2023-07-12,S-02,ภาคกลาง,62988.59,197
2023-07-12,S-03,ภาคอีสาน,35693.54,115
2023-07-12,S-04,ภาคอีสาน,35693.54,129
2023-07-12,S-05,ภาคเหนือ,37793.16,121
2023-07-12,S-06,ภาคใต้,33593.92,146
2023-07-12,S-90,ภาคกลาง,62988.59,229
2023-07-13,S-01,ภาคกลาง,67807.95,256
2023-07-13,S-02,ภาคกลาง,67807.95,357
2023-07-13,S-03,ภาคอีสาน,38424.5,202
2023-07-13,S-04,ภาคอีสาน,38424.5,204
2023-07-13,S-05,ภาคเหนือ,40684.77,219
2023-07-13,S-06,ภาคใต้,36164.24,138
2023-07-13,S-90,ภาคกลาง,67807.95,252
2023-07-14,S-01,ภาคกลาง,78471.97,265
2023-07-14,S-02,ภาคกลาง,78471.97,370
2023-07-14,S-03,ภาคอีสาน,44467.45,151
2023-07-14,S-04,ภาคอีสาน,44467.45,205
2023-07-14,S-05,ภาคเหนือ,47083.18,241
2023-07-14,S-06,ภาคใต้,41851.72,168
2023-07-14,S-90,ภาคกลาง,78471.97,330
2023-07-15,S-01,ภาคกลาง,86774.96,446
2023-07-15,S-02,ภาคกลาง,86774.96,283
2023-07-15,S-03,ภาคอีสาน,49172.48,224
2023-07-15,S-04,ภาคอีสาน,49172.48,158
2023-07-15,S-05,ภาคเหนือ,52064.98,207
2023-07-15,S-06,ภาคใต้,46279.98,178
2023-07-15,S-90,ภาคกลาง,86774.96,303
2023-07-16,S-01,ภาคกลาง,97485.64,366
2023-07-16,S-02,ภาคกลาง,97485.64,355
2023-07-16,S-03,ภาคอีสาน,55241.86,178
2023-07-16,S-04,ภาคอีสาน,55241.86,187
2023-07-16,S-05,ภาคเหนือ,58491.38,258
2023-07-16,S-06,ภาคใต้,51992.34,276
2023-07-16,S-90,ภาคกลาง,97485.64,391
2023-07-17,S-01,ภาคกลาง,75815.14,315
2023-07-17,S-02,ภาคกลาง,75815.14,251
2023-07-17,S-03,ภาคอีสาน,42961.91,228
2023-07-17,S-04,ภาคอีสาน,42961.91,156
2023-07-17,S-05,ภาคเหนือ,45489.08,143
2023-07-17,S-06,ภาคใต้,40434.74,193
2023-07-17,S-90,ภาคกลาง,75815.14,244
2023-07-18,S-01,ภาคกลาง,72414.28,310
2023-07-18,S-02,ภาคกลาง,72414.28,296
2023-07-18,S-03,ภาคอีสาน,41034.76,131
2023-07-18,S-04,ภาคอีสาน,41034.76,175
2023-07-18,S-05,ภาคเหนือ,43448.57,139
2023-07-18,S-06,ภาคใต้,38620.95,134
2023-07-18,S-90,ภาคกลาง,72414.28,400
2023-07-19,S-01,ภาคกลาง,69277.47,240
2023-07-19,S-02,ภาคกลาง,69277.47,364
2023-07-19,S-03,ภาคอีสาน,39257.23,177
2023-07-19,S-04,ภาคอีสาน,39257.23,188
2023-07-19,S-05,ภาคเหนือ,41566.48,145
2023-07-19,S-06,ภาคใต้,36947.98,131
2023-07-19,S-90,ภาคกลาง,69277.47,233
2023-07-20,S-01,ภาคกลาง,62773.47,308
2023-07-20,S-02,ภาคกลาง,62773.47,304
2023-07-20,S-03,ภาคอีสาน,35571.63,140
2023-07-20,S-04,ภาคอีสาน,35571.63,166
2023-07-20,S-05,ภาคเหนือ,37664.08,131
2023-07-20,S-06,ภาคใต้,33479.19,174
2023-07-20,S-90,ภาคกลาง,62773.47,201
2023-07-21,S-01,ภาคกลาง,66841.77,285
2023-07-21,S-02,ภาคกลาง,66841.77,300
2023-07-21,S-03,ภาคอีสาน,37877.0,119
2023-07-21,S-04,ภาคอีสาน,37877.0,165
2023-07-21,S-05,ภาคเหนือ,40105.06,219
2023-07-21,S-06,ภาคใต้,35648.94,180
2023-07-21,S-90,ภาคกลาง,66841.77,213
2023-07-22,S-01,ภาคกลาง,92987.36,480
2023-07-22,S-02,ภาคกลาง,92987.36,304
2023-07-22,S-03,ภาคอีสาน,52692.83,229
2023-07-22,S-04,ภาคอีสาน,52692.83,256
2023-07-22,S-05,ภาคเหนือ,55792.41,201
2023-07-22,S-06,ภาคใต้,49593.26,171
2023-07-22,S-90,ภาคกลาง,92987.36,374
2023-07-23,S-01,ภาคกลาง,103382.71,332
2023-07-23,S-02,ภาคกลาง,103382.71,332
2023-07-23,S-03,ภาคอีสาน,58583.54,226
2023-07-23,S-04,ภาคอีสาน,58583.54,205
2023-07-23,S-05,ภาคเหนือ,62029.63,205
2023-07-23,S-06,ภาคใต้,55137.45,279
2023-07-23,S-90,ภาคกลาง,103382.71,338
2023-07-24,S-01,ภาคกลาง,65375.25,255
2023-07-24,S-02,ภาคกลาง,65375.25,253
2023-07-24,S-03,ภาคอีสาน,37045.98,126
2023-07-24,S-04,ภาคอีสาน,37045.98,150
2023-07-24,S-05,ภาคเหนือ,39225.15,192
2023-07-24,S-06,ภาคใต้,34866.8,110
2023-07-24,S-90,ภาคกลาง,65375.25,263
2023-07-25,S-01,ภาคกลาง,76732.06,408
2023-07-25,S-02,ภาคกลาง,76732.06,345
2023-07-25,S-03,ภาคอีสาน,43481.5,191
2023-07-25,S-04,ภาคอีสาน,43481.5,139
2023-07-25,S-05,ภาคเหนือ,46039.24,193
2023-07-25,S-06,ภาคใต้,40923.77,139
2023-07-25,S-90,ภาคกลาง,76732.06,373
2023-07-26,S-01,ภาคกลาง,65879.53,299
2023-07-26,S-02,ภาคกลาง,65879.53,318
2023-07-26,S-03,ภาคอีสาน,37331.73,186
2023-07-26,S-04,ภาคอีสาน,37331.73,122
2023-07-26,S-05,ภาคเหนือ,39527.72,184
2023-07-26,S-06,ภาคใต้,35135.75,161
2023-07-26,S-90,ภาคกลาง,65879.53,360
2023-07-27,S-01,ภาคกลาง,72165.56,254
2023-07-27,S-02,ภาคกลาง,72165.56,251
2023-07-27,S-03,ภาคอีสาน,40893.82,164
2023-07-27,S-04,ภาคอีสาน,40893.82,214
2023-07-27,S-05,ภาคเหนือ,43299.33,137
2023-07-27,S-06,ภาคใต้,38488.3,211
2023-07-27,S-90,ภาคกลาง,72165.56,318
2023-07-28,S-01,ภาคกลาง,63347.18,301
2023-07-28,S-02,ภาคกลาง,63347.18,208
2023-07-28,S-03,ภาคอีสาน,35896.74,151
2023-07-28,S-04,ภาคอีสาน,35896.74,143
2023-07-28,S-05,ภาคเหนือ,38008.31,133
2023-07-28,S-06,ภาคใต้,33785.16,169
2023-07-28,S-90,ภาคกลาง,63347.18,226
2023-07-29,S-01,ภาคกลาง,91429.11,287
2023-07-29,S-02,ภาคกลาง,91429.11,449
2023-07-29,S-03,ภาคอีสาน,51809.83,176
2023-07-29,S-04,ภาคอีสาน,51809.83,219
2023-07-29,S-05,ภาคเหนือ,54857.46,231
2023-07-29,S-06,ภาคใต้,48762.19,188
2023-07-29,S-90,ภาคกลาง,91429.11,350
2023-07-30,S-01,ภาคกลาง,92971.88,475
