txn_id,txn_date,amount,channel,device,risk_score,is_fraud
TX-109498,2025-11-12,886.16,ตู้เอทีเอ็ม,เว็บ,0.0661,0
TX-113385,2025-10-17,2760.86,หน้าร้าน,มือถือ,0.2369,0
TX-111127,2025-10-02,1068.19,ต่างประเทศ,เว็บ,0.3051,0
TX-103396,2025-10-02,304.36,หน้าร้าน,สาขา,0.0436,0
TX-115981,2025-11-05,483.03,หน้าร้าน,บัตร,0.0783,0
TX-101624,2025-10-21,1039.68,หน้าร้าน,สาขา,0.1212,0
TX-116961,2025-11-06,131.54,ตู้เอทีเอ็ม,สาขา,0.1814,0
TX-119173,2025-11-19,1238.37,ตู้เอทีเอ็ม,บัตร,0.0385,0
TX-111097,2025-11-09,500.28,ต่างประเทศ,บัตร,0.3197,0
TX-100029,2025-11-26,1001.39,ออนไลน์,สาขา,0.1118,0
TX-107763,2025-11-11,1491.54,ตู้เอทีเอ็ม,บัตร,0.1236,0
TX-118973,2025-11-15,1301.28,ต่างประเทศ,บัตร,0.1871,0
TX-115176,2025-11-21,914.40,ต่างประเทศ,เว็บ,0.2051,0
TX-117741,2025-11-19,262.70,ออนไลน์,บัตร,0.2294,0
TX-117641,2025-10-19,8906.73,ต่างประเทศ,เว็บ,0.1156,0
TX-118870,2025-10-22,1585.75,ออนไลน์,สาขา,0.214,0
TX-113867,2025-11-16,1201.18,ต่างประเทศ,สาขา,0.3548,0
TX-108382,2025-10-08,503.75,ตู้เอทีเอ็ม,มือถือ,0.1728,0
TX-107876,2025-10-27,6109.42,ตู้เอทีเอ็ม,มือถือ,0.2285,0
TX-104997,2025-11-02,1141.70,หน้าร้าน,เว็บ,0.0628,0
TX-116415,2025-11-03,282.41,หน้าร้าน,สาขา,0.0764,0
TX-111588,2025-11-09,2583.72,ออนไลน์,มือถือ,0.6945,0
TX-112503,2025-11-01,468.63,ออนไลน์,มือถือ,0.1444,0
TX-118403,2025-10-11,388.07,หน้าร้าน,เว็บ,0.2776,0
TX-107746,2025-10-20,875.76,หน้าร้าน,มือถือ,0.3268,0
TX-114187,2025-10-03,3855.02,ออนไลน์,สาขา,0.1392,0
TX-114970,2025-11-18,2534.95,หน้าร้าน,บัตร,0.1004,0
TX-114604,2025-10-25,1635.82,ตู้เอทีเอ็ม,เว็บ,0.0397,0
TX-104046,2025-10-01,927.43,ต่างประเทศ,สาขา,0.0943,0
TX-114421,2025-11-25,9009.42,หน้าร้าน,มือถือ,0.1111,0
TX-109658,2025-11-18,155.08,หน้าร้าน,มือถือ,0.3783,0
TX-106749,2025-11-16,1864.53,ออนไลน์,มือถือ,0.0995,0
TX-101638,2025-11-22,145.36,ต่างประเทศ,มือถือ,0.1824,0
TX-104569,2025-10-10,4748.19,ตู้เอทีเอ็ม,เว็บ,0.1706,0
TX-110441,2025-10-03,1149.70,หน้าร้าน,มือถือ,0.3394,0
TX-109170,2025-10-24,11295.94,หน้าร้าน,มือถือ,0.131,0
TX-113975,2025-10-21,201.33,หน้าร้าน,บัตร,0.1167,0
TX-101202,2025-11-10,405.79,หน้าร้าน,มือถือ,0.2053,0
TX-111437,2025-10-13,446.72,ออนไลน์,มือถือ,0.1224,0
TX-102028,2025-11-24,1484.98,หน้าร้าน,บัตร,0.1929,0
TX-109130,2025-10-20,5538.72,ออนไลน์,มือถือ,0.1102,0
TX-105593,2025-11-07,5719.53,ต่างประเทศ,สาขา,0.1482,0
TX-100165,2025-10-24,1195.96,ต่างประเทศ,เว็บ,0.2718,0
TX-111296,2025-11-09,633.86,ต่างประเทศ,มือถือ,0.2538,0
TX-107276,2025-10-05,14949.36,ต่างประเทศ,มือถือ,0.1754,0
TX-113553,2025-11-25,1456.65,หน้าร้าน,บัตร,0.3369,0
TX-110561,2025-11-17,581.73,หน้าร้าน,สาขา,0.2361,0
TX-109225,2025-11-03,232.87,ตู้เอทีเอ็ม,มือถือ,0.6515,1
TX-101476,2025-10-07,6338.51,ออนไลน์,เว็บ,0.1284,0
TX-104749,2025-10-23,1864.67,ออนไลน์,สาขา,0.0261,0
TX-118187,2025-10-19,2871.80,ตู้เอทีเอ็ม,สาขา,0.1258,0
TX-105344,2025-10-16,24371.28,หน้าร้าน,มือถือ,0.1602,0
TX-116185,2025-11-22,8195.48,ต่างประเทศ,เว็บ,0.0143,0
TX-106245,2025-11-29,1237.89,ตู้เอทีเอ็ม,สาขา,0.0427,0
TX-108739,2025-11-20,2844.66,ออนไลน์,มือถือ,0.0976,0
TX-103542,2025-10-09,735.75,ออนไลน์,บัตร,0.0662,0
TX-102330,2025-10-02,1740.18,ต่างประเทศ,บัตร,0.1486,0
TX-112448,2025-11-07,1436.44,ตู้เอทีเอ็ม,สาขา,0.2486,0
TX-119297,2025-11-15,2035.22,ตู้เอทีเอ็ม,มือถือ,0.1217,0
TX-113192,2025-11-20,181.85,หน้าร้าน,บัตร,0.2187,0
TX-105709,2025-10-07,218.73,ตู้เอทีเอ็ม,สาขา,0.1189,0
TX-118010,2025-11-10,12983.03,ออนไลน์,บัตร,0.0125,0
TX-116152,2025-11-08,3409.51,ออนไลน์,บัตร,0.1799,0
TX-102509,2025-10-25,605.27,ออนไลน์,มือถือ,0.089,0
TX-105935,2025-10-07,34309.70,ตู้เอทีเอ็ม,มือถือ,0.2022,0
TX-115910,2025-11-25,1351.55,ออนไลน์,สาขา,0.0883,0
TX-118646,2025-10-27,7225.21,ตู้เอทีเอ็ม,เว็บ,0.2757,0
TX-116504,2025-11-08,4274.66,หน้าร้าน,เว็บ,0.1546,0
TX-109109,2025-11-21,1327.19,หน้าร้าน,สาขา,0.2205,0
TX-106208,2025-10-02,238.42,หน้าร้าน,มือถือ,0.1076,0
TX-109935,2025-10-31,1618.32,ตู้เอทีเอ็ม,มือถือ,0.0274,0
TX-101880,2025-10-16,39.13,หน้าร้าน,เว็บ,0.0594,0
TX-109077,2025-10-02,320.91,ออนไลน์,สาขา,0.024,0
TX-105588,2025-11-24,578.75,หน้าร้าน,มือถือ,0.1938,0
TX-103344,2025-10-11,951.67,หน้าร้าน,เว็บ,0.0855,0
TX-113105,2025-10-12,4376.82,ตู้เอทีเอ็ม,บัตร,0.0341,0
TX-118361,2025-10-09,17217.12,ต่างประเทศ,มือถือ,0.1309,0
TX-116730,2025-11-29,1255.98,ตู้เอทีเอ็ม,เว็บ,0.0334,0
TX-104147,2025-11-29,6546.55,ออนไลน์,เว็บ,0.1178,0
TX-118702,2025-11-26,440.61,ต่างประเทศ,เว็บ,0.0379,0
TX-103620,2025-10-22,2314.34,ออนไลน์,บัตร,0.4116,0
TX-104051,2025-11-25,18655.97,ตู้เอทีเอ็ม,บัตร,0.108,0
TX-115421,2025-11-21,2055.95,ออนไลน์,สาขา,0.1819,0
TX-101048,2025-10-11,416.92,ต่างประเทศ,บัตร,0.058,0
TX-102546,2025-11-27,4611.98,ออนไลน์,มือถือ,0.1125,0
TX-111420,2025-11-28,4433.82,หน้าร้าน,มือถือ,0.2334,0
TX-106821,2025-11-17,1647.84,หน้าร้าน,เว็บ,0.1832,0
TX-110535,2025-11-24,117.46,ตู้เอทีเอ็ม,มือถือ,0.154,0
TX-108742,2025-10-22,977.37,ต่างประเทศ,บัตร,0.0381,0
TX-112767,2025-11-08,932.99,ออนไลน์,เว็บ,0.0143,0
TX-107417,2025-11-10,343.58,หน้าร้าน,เว็บ,0.0458,0
TX-106715,2025-11-15,4459.59,ออนไลน์,สาขา,0.099,0
TX-119146,2025-11-04,2964.21,ออนไลน์,มือถือ,0.0778,0
TX-100191,2025-10-17,346.83,ออนไลน์,สาขา,0.133,0
TX-107361,2025-11-02,6864.45,ออนไลน์,เว็บ,0.027,0
TX-111393,2025-10-05,2433.95,หน้าร้าน,บัตร,0.1559,0
TX-112221,2025-10-25,2530.44,ตู้เอทีเอ็ม,บัตร,0.2494,0
TX-100679,2025-11-26,2126.87,ตู้เอทีเอ็ม,มือถือ,0.0955,0
TX-113695,2025-10-24,435.01,ต่างประเทศ,สาขา,0.1234,0
TX-107808,2025-11-18,1436.66,หน้าร้าน,เว็บ,0.1532,0
TX-117981,2025-10-06,4813.73,หน้าร้าน,เว็บ,0.2351,0
TX-105384,2025-11-08,526.86,หน้าร้าน,สาขา,0.0345,0
TX-117208,2025-10-13,2492.81,ตู้เอทีเอ็ม,บัตร,0.2317,0
TX-112219,2025-11-22,5045.48,ออนไลน์,บัตร,0.0834,0
TX-109176,2025-10-12,1416.00,ตู้เอทีเอ็ม,สาขา,0.1021,0
TX-105764,2025-11-21,4419.06,ออนไลน์,บัตร,0.067,0
TX-110386,2025-11-02,1867.37,ต่างประเทศ,มือถือ,0.078,0
TX-102835,2025-11-20,1718.83,หน้าร้าน,เว็บ,0.2679,0
TX-102610,2025-11-10,210.19,ตู้เอทีเอ็ม,บัตร,0.1441,0
TX-111285,2025-10-23,2975.67,ต่างประเทศ,มือถือ,0.1268,0
TX-118463,2025-11-15,95.76,ต่างประเทศ,มือถือ,0.1132,0
TX-118706,2025-11-23,466.75,ต่างประเทศ,บัตร,0.0938,0
TX-119418,2025-11-06,200.84,ตู้เอทีเอ็ม,มือถือ,0.1929,0
TX-102637,2025-11-22,670.36,ตู้เอทีเอ็ม,มือถือ,0.2971,0
TX-112599,2025-10-21,6357.34,ต่างประเทศ,บัตร,0.1129,0
TX-116207,2025-11-28,2246.91,หน้าร้าน,สาขา,0.1913,0
TX-111596,2025-11-02,481.85,ตู้เอทีเอ็ม,บัตร,0.3301,0
TX-111016,2025-11-25,266.89,ตู้เอทีเอ็ม,สาขา,0.1421,0
TX-111194,2025-11-05,657.23,หน้าร้าน,สาขา,0.8197,1
TX-110404,2025-10-07,4083.44,ออนไลน์,มือถือ,0.0874,0
TX-104558,2025-10-28,1228.74,ตู้เอทีเอ็ม,บัตร,0.1627,0
TX-103922,2025-10-14,10372.60,หน้าร้าน,สาขา,0.0828,0
TX-108699,2025-10-10,2414.85,ออนไลน์,มือถือ,0.0697,0
TX-113550,2025-11-06,5234.44,ต่างประเทศ,สาขา,0.1386,0
TX-116717,2025-10-26,1300.04,ตู้เอทีเอ็ม,สาขา,0.2169,0
TX-105612,2025-11-29,454.75,ต่างประเทศ,สาขา,0.157,0
TX-103895,2025-11-06,1628.28,ออนไลน์,บัตร,0.0951,0
TX-110774,2025-11-05,136.06,ออนไลน์,บัตร,0.1498,0
TX-101101,2025-10-17,2358.13,ตู้เอทีเอ็ม,เว็บ,0.0847,0
TX-105728,2025-11-17,1078.12,ออนไลน์,เว็บ,0.1323,0
TX-100769,2025-10-07,3576.98,ตู้เอทีเอ็ม,สาขา,0.2748,0
TX-117443,2025-11-01,1365.30,ต่างประเทศ,เว็บ,0.2324,0
TX-103887,2025-11-29,657.21,ออนไลน์,บัตร,0.1318,0
TX-118995,2025-10-14,1116.33,ต่างประเทศ,เว็บ,0.0785,0
TX-105399,2025-11-21,408.76,ออนไลน์,มือถือ,0.0652,0
TX-108231,2025-10-19,1343.49,ออนไลน์,มือถือ,0.3246,0
TX-115543,2025-11-03,1408.45,หน้าร้าน,มือถือ,0.0458,0
TX-107860,2025-10-05,2689.24,ต่างประเทศ,บัตร,0.1851,0
TX-111211,2025-10-15,2891.15,ตู้เอทีเอ็ม,สาขา,0.0419,0
TX-103368,2025-11-14,1539.70,ออนไลน์,มือถือ,0.144,0
TX-100508,2025-11-08,95.27,ออนไลน์,บัตร,0.2448,0
TX-119632,2025-10-11,682.61,ต่างประเทศ,มือถือ,0.0463,0
TX-101883,2025-10-09,481.35,ต่างประเทศ,บัตร,0.2159,0
TX-112751,2025-10-31,1954.89,ต่างประเทศ,บัตร,0.1012,0
TX-116433,2025-10-24,7482.65,หน้าร้าน,มือถือ,0.1078,0
TX-106036,2025-11-10,686.48,ออนไลน์,เว็บ,0.1243,0
TX-112829,2025-10-10,612.46,หน้าร้าน,มือถือ,0.1923,0
TX-101930,2025-10-23,1824.38,ตู้เอทีเอ็ม,มือถือ,0.0409,0
TX-117835,2025-10-28,422.89,ออนไลน์,บัตร,0.014,0
TX-111458,2025-10-06,1050.41,ออนไลน์,มือถือ,0.164,0
TX-117293,2025-10-12,299.47,ออนไลน์,สาขา,0.1348,0
TX-113874,2025-10-25,112.73,ออนไลน์,บัตร,0.0684,0
TX-102204,2025-10-09,181.05,ต่างประเทศ,มือถือ,0.043,0
TX-111645,2025-11-08,237.47,ตู้เอทีเอ็ม,สาขา,0.044,0
TX-107667,2025-11-29,9241.75,ต่างประเทศ,สาขา,0.1002,0
TX-109613,2025-10-08,2907.50,ต่างประเทศ,เว็บ,0.0944,0
TX-113215,2025-11-07,1794.87,ออนไลน์,บัตร,0.0802,0
TX-118601,2025-10-18,419.66,หน้าร้าน,สาขา,0.1827,0
TX-117716,2025-10-10,4051.66,ตู้เอทีเอ็ม,สาขา,0.2333,0
TX-112633,2025-10-10,2716.16,ออนไลน์,บัตร,0.4129,0
TX-104560,2025-11-08,2705.75,ออนไลน์,เว็บ,0.0502,0
TX-106237,2025-11-26,1987.92,ตู้เอทีเอ็ม,เว็บ,0.1675,0
TX-109150,2025-10-05,9268.33,ต่างประเทศ,เว็บ,0.1076,0
TX-105751,2025-10-22,259.54,ออนไลน์,มือถือ,0.2636,0
TX-101232,2025-10-13,1064.23,ต่างประเทศ,มือถือ,0.5975,1
TX-119185,2025-10-14,61.30,ออนไลน์,บัตร,0.1634,0
TX-116601,2025-10-15,696.59,ต่างประเทศ,มือถือ,0.2428,0
TX-111757,2025-11-16,862.12,ตู้เอทีเอ็ม,บัตร,0.0222,0
TX-112209,2025-11-25,433.69,ตู้เอทีเอ็ม,สาขา,0.083,0
TX-108793,2025-10-22,8205.43,ตู้เอทีเอ็ม,เว็บ,0.0107,0
TX-106023,2025-11-21,8814.43,หน้าร้าน,มือถือ,0.2679,0
TX-100400,2025-11-04,2310.54,ออนไลน์,บัตร,0.1031,0
TX-106609,2025-11-12,1021.39,ตู้เอทีเอ็ม,สาขา,0.3796,0
TX-100888,2025-11-17,1902.93,หน้าร้าน,มือถือ,0.2037,0
TX-102800,2025-11-11,1681.33,หน้าร้าน,สาขา,0.0427,0
TX-117265,2025-10-20,1337.94,ตู้เอทีเอ็ม,เว็บ,0.0686,0
TX-104816,2025-11-25,4696.74,ตู้เอทีเอ็ม,สาขา,0.102,0
TX-110696,2025-10-26,1848.72,ออนไลน์,บัตร,0.1299,0
TX-107095,2025-10-27,2668.90,ตู้เอทีเอ็ม,บัตร,0.0806,0
TX-103875,2025-10-13,384.56,ออนไลน์,เว็บ,0.1994,0
TX-119133,2025-11-29,3040.05,ตู้เอทีเอ็ม,มือถือ,0.1431,0
TX-116806,2025-11-01,523.93,ตู้เอทีเอ็ม,มือถือ,0.1461,0
TX-105254,2025-11-14,1381.93,ตู้เอทีเอ็ม,สาขา,0.181,0
TX-112565,2025-11-12,2497.14,ตู้เอทีเอ็ม,มือถือ,0.0483,0
TX-113504,2025-10-30,1395.59,ตู้เอทีเอ็ม,มือถือ,0.0394,0
TX-116114,2025-11-24,681.04,ต่างประเทศ,บัตร,0.1172,0
TX-112301,2025-11-13,1259.49,หน้าร้าน,บัตร,0.0795,0
TX-101264,2025-11-27,955.91,ออนไลน์,บัตร,0.018,0
TX-102588,2025-10-11,869.17,ตู้เอทีเอ็ม,มือถือ,0.2831,0
TX-109036,2025-10-29,2732.18,ต่างประเทศ,บัตร,0.198,0
TX-119118,2025-11-04,1080.52,ออนไลน์,สาขา,0.1468,0
TX-102814,2025-11-15,4684.58,ออนไลน์,สาขา,0.0254,0
TX-115461,2025-11-25,382.59,ต่างประเทศ,มือถือ,0.0744,0
TX-114411,2025-11-25,417.54,หน้าร้าน,บัตร,0.1883,0
TX-109604,2025-10-17,5293.32,ตู้เอทีเอ็ม,บัตร,0.0762,0
TX-118061,2025-11-24,467.05,หน้าร้าน,สาขา,0.1804,0
TX-109235,2025-11-28,1969.48,ตู้เอทีเอ็ม,สาขา,0.2247,0
TX-110577,2025-10-02,1967.35,ออนไลน์,เว็บ,0.3288,0
TX-105386,2025-11-08,286.40,ออนไลน์,สาขา,0.3123,0
TX-113641,2025-11-10,1379.60,หน้าร้าน,บัตร,0.1341,0
TX-106894,2025-10-30,1661.95,ตู้เอทีเอ็ม,สาขา,0.0456,0
TX-105936,2025-11-02,314.69,ออนไลน์,เว็บ,0.1046,0
TX-113378,2025-10-08,3642.25,ตู้เอทีเอ็ม,บัตร,0.1404,0
TX-107584,2025-10-02,6255.31,ต่างประเทศ,บัตร,0.1834,0
TX-101922,2025-11-08,1538.28,ต่างประเทศ,บัตร,0.2988,0
TX-105159,2025-11-11,391.58,ต่างประเทศ,สาขา,0.215,0
TX-119831,2025-10-23,5759.48,ต่างประเทศ,บัตร,0.0166,0
TX-118042,2025-11-05,660.01,ตู้เอทีเอ็ม,เว็บ,0.1757,0
TX-112467,2025-10-20,979.68,หน้าร้าน,สาขา,0.2696,0
TX-119550,2025-10-31,3459.91,ต่างประเทศ,สาขา,0.0309,0
TX-118170,2025-11-23,398.97,ตู้เอทีเอ็ม,สาขา,0.0167,0
TX-113304,2025-11-26,2276.14,หน้าร้าน,มือถือ,0.1421,0
TX-107988,2025-11-16,1187.73,ออนไลน์,มือถือ,0.1274,0
TX-114812,2025-11-06,713.97,ตู้เอทีเอ็ม,บัตร,0.0551,0
TX-106649,2025-11-16,224.15,ตู้เอทีเอ็ม,มือถือ,0.2605,0
TX-104518,2025-10-23,479.61,หน้าร้าน,เว็บ,0.0792,0
TX-117319,2025-10-21,747.37,ออนไลน์,สาขา,0.1238,0
TX-117364,2025-10-18,754.19,ออนไลน์,เว็บ,0.0784,0
TX-112014,2025-10-20,88.81,ตู้เอทีเอ็ม,สาขา,0.1167,0
TX-118548,2025-10-31,7970.27,ออนไลน์,มือถือ,0.0797,0
TX-101552,2025-10-22,264.30,หน้าร้าน,มือถือ,0.2827,0
TX-100363,2025-10-09,3170.99,ออนไลน์,สาขา,0.1383,0
TX-116735,2025-11-09,773.17,ต่างประเทศ,เว็บ,0.1708,0
TX-112225,2025-11-03,523.52,หน้าร้าน,มือถือ,0.1059,0
TX-111583,2025-10-08,1931.34,ตู้เอทีเอ็ม,สาขา,0.1598,0
TX-115198,2025-11-24,643.83,หน้าร้าน,สาขา,0.0583,0
TX-107475,2025-11-11,140.06,หน้าร้าน,บัตร,0.0146,0
TX-101968,2025-10-31,552.70,ต่างประเทศ,สาขา,0.0679,0
TX-119919,2025-11-13,953.88,ต่างประเทศ,บัตร,0.1026,0
TX-107316,2025-11-22,2490.83,หน้าร้าน,มือถือ,0.0218,0
TX-119461,2025-10-26,1465.29,ออนไลน์,บัตร,0.1833,0
TX-114352,2025-10-01,1874.52,ตู้เอทีเอ็ม,บัตร,0.3226,0
TX-105419,2025-11-09,4323.75,หน้าร้าน,มือถือ,0.1216,0
TX-108508,2025-10-20,1784.39,ตู้เอทีเอ็ม,สาขา,0.1486,0
TX-110013,2025-11-16,1073.11,หน้าร้าน,บัตร,0.0057,0
TX-110890,2025-11-01,2212.74,ออนไลน์,สาขา,0.2034,0
TX-100080,2025-10-21,1222.56,ต่างประเทศ,เว็บ,0.0224,0
TX-118000,2025-11-15,429.61,ต่างประเทศ,บัตร,0.4621,0
TX-107005,2025-10-28,2480.81,ต่างประเทศ,บัตร,0.0657,0
TX-107096,2025-10-29,11905.97,ต่างประเทศ,เว็บ,0.056,0
TX-105573,2025-10-15,908.18,ตู้เอทีเอ็ม,บัตร,0.0379,0
TX-116332,2025-10-31,5427.05,ต่างประเทศ,สาขา,0.2604,0
TX-103352,2025-10-14,307.53,ต่างประเทศ,มือถือ,0.0406,0
TX-108751,2025-10-11,2558.99,ตู้เอทีเอ็ม,มือถือ,0.1004,0
TX-101195,2025-11-21,900.71,ต่างประเทศ,สาขา,0.0749,0
TX-106968,2025-11-27,151.52,ออนไลน์,สาขา,0.305,0
TX-102422,2025-10-12,245.10,ตู้เอทีเอ็ม,บัตร,0.1996,0
TX-114681,2025-10-11,1238.52,ตู้เอทีเอ็ม,เว็บ,0.0622,0
TX-109037,2025-11-21,935.79,ออนไลน์,มือถือ,0.6825,1
TX-101290,2025-10-10,831.43,หน้าร้าน,บัตร,0.9143,1
TX-101840,2025-10-22,2865.91,หน้าร้าน,สาขา,0.0547,0
TX-114900,2025-10-19,629.83,หน้าร้าน,มือถือ,0.0134,0
TX-117584,2025-10-11,13667.05,ต่างประเทศ,สาขา,0.0818,0
TX-102137,2025-11-18,1876.74,ตู้เอทีเอ็ม,เว็บ,0.2567,0
TX-114426,2025-11-10,807.49,ออนไลน์,มือถือ,0.2899,0
TX-117848,2025-11-20,711.01,ออนไลน์,สาขา,0.0577,0
TX-104970,2025-11-20,923.12,หน้าร้าน,บัตร,0.1708,0
TX-100700,2025-10-23,304.52,ต่างประเทศ,สาขา,0.1958,0
TX-106756,2025-10-14,2652.08,ออนไลน์,สาขา,0.1104,0
TX-107655,2025-10-27,3115.15,ตู้เอทีเอ็ม,บัตร,0.1165,0
TX-111770,2025-10-13,1907.09,ตู้เอทีเอ็ม,บัตร,0.3654,0
TX-105997,2025-11-10,1523.63,ออนไลน์,เว็บ,0.1045,0
TX-105343,2025-11-18,862.44,ต่างประเทศ,เว็บ,0.3503,0
TX-118076,2025-11-19,1103.75,ตู้เอทีเอ็ม,มือถือ,0.1365,0
TX-102018,2025-11-19,1340.10,หน้าร้าน,สาขา,0.1034,0
TX-119639,2025-11-05,27577.38,ตู้เอทีเอ็ม,สาขา,0.166,0
TX-109029,2025-11-29,4794.31,ออนไลน์,บัตร,0.072,0
TX-104609,2025-11-09,780.11,ตู้เอทีเอ็ม,บัตร,0.0641,0
TX-101430,2025-10-23,443.62,หน้าร้าน,มือถือ,0.1287,0
TX-103890,2025-11-26,2588.78,ต่างประเทศ,เว็บ,0.2638,0
TX-114036,2025-10-14,156.27,ตู้เอทีเอ็ม,บัตร,0.2897,0
TX-118350,2025-11-17,287.82,ต่างประเทศ,มือถือ,0.2545,0
TX-114549,2025-10-29,291.93,ออนไลน์,สาขา,0.2201,0
TX-101528,2025-11-20,1088.24,ออนไลน์,สาขา,0.1644,0
TX-108173,2025-10-16,5617.62,ต่างประเทศ,มือถือ,0.2599,0
TX-113536,2025-11-01,1912.90,ออนไลน์,เว็บ,0.0319,0
TX-111613,2025-10-25,296.80,ตู้เอทีเอ็ม,มือถือ,0.2251,0
TX-100193,2025-10-02,1004.64,ออนไลน์,เว็บ,0.1018,0
TX-119866,2025-10-20,3388.41,ตู้เอทีเอ็ม,เว็บ,0.23,0
TX-114738,2025-10-11,1185.57,หน้าร้าน,มือถือ,0.2158,0
TX-117182,2025-10-29,301.86,ออนไลน์,บัตร,0.0507,0
TX-106948,2025-11-20,2028.79,ตู้เอทีเอ็ม,สาขา,0.1386,0
TX-109999,2025-11-17,1888.62,หน้าร้าน,มือถือ,0.1832,0
TX-119569,2025-10-15,825.12,หน้าร้าน,สาขา,0.1589,0
TX-115378,2025-10-06,1431.68,ต่างประเทศ,เว็บ,0.1671,0
TX-107017,2025-10-26,734.62,ต่างประเทศ,มือถือ,0.0942,0
TX-116104,2025-11-09,458.99,หน้าร้าน,สาขา,0.2857,0
TX-107062,2025-10-10,1575.53,ต่างประเทศ,มือถือ,0.0494,0
TX-108191,2025-10-27,1619.73,ตู้เอทีเอ็ม,สาขา,0.1503,0
TX-114248,2025-10-26,5145.77,ตู้เอทีเอ็ม,เว็บ,0.3739,0
TX-111360,2025-11-24,534.40,ออนไลน์,บัตร,0.351,0
TX-117614,2025-10-31,2418.09,ตู้เอทีเอ็ม,บัตร,0.3261,0
TX-106786,2025-10-23,423.12,ต่างประเทศ,บัตร,0.1594,0
TX-114673,2025-11-07,2297.23,หน้าร้าน,เว็บ,0.1667,0
TX-115749,2025-11-21,856.72,ออนไลน์,เว็บ,0.0578,0
TX-102717,2025-10-04,3055.25,ออนไลน์,มือถือ,0.1676,0
TX-109211,2025-11-21,1978.90,หน้าร้าน,มือถือ,0.0581,0
TX-116242,2025-10-14,392.27,ตู้เอทีเอ็ม,สาขา,0.3114,0
TX-104859,2025-11-11,242.78,หน้าร้าน,มือถือ,0.087,0
TX-104268,2025-11-27,86.52,ต่างประเทศ,มือถือ,0.1954,0
TX-109898,2025-11-08,7131.65,หน้าร้าน,เว็บ,0.0272,0
TX-107067,2025-10-04,2035.50,ต่างประเทศ,เว็บ,0.3019,0
TX-118927,2025-11-02,893.38,หน้าร้าน,เว็บ,0.0641,0
TX-119451,2025-11-02,438.36,หน้าร้าน,มือถือ,0.2645,0
TX-115439,2025-10-16,1232.68,ออนไลน์,สาขา,0.1797,0
TX-117277,2025-11-02,1408.71,ออนไลน์,เว็บ,0.0751,0
TX-117155,2025-11-05,2442.51,ตู้เอทีเอ็ม,สาขา,0.0275,0
TX-107659,2025-11-12,172.41,หน้าร้าน,เว็บ,0.0631,0
TX-107801,2025-10-16,491.87,ออนไลน์,เว็บ,0.0955,0
TX-113449,2025-11-02,5656.35,ตู้เอทีเอ็ม,มือถือ,0.2163,0
TX-111013,2025-10-17,2624.47,ออนไลน์,มือถือ,0.0615,0
TX-102991,2025-10-11,1713.33,ต่างประเทศ,บัตร,0.2656,0
TX-110997,2025-11-14,531.94,ออนไลน์,เว็บ,0.2256,0
TX-110306,2025-10-04,2154.59,ต่างประเทศ,สาขา,0.1432,0
TX-101773,2025-10-08,941.87,หน้าร้าน,เว็บ,0.096,0
TX-102940,2025-11-10,5482.08,ตู้เอทีเอ็ม,สาขา,0.2896,0
TX-118836,2025-11-09,4983.97,หน้าร้าน,มือถือ,0.0851,0
TX-111119,2025-10-10,1052.62,ต่างประเทศ,สาขา,0.0985,0
TX-103574,2025-11-20,1527.54,หน้าร้าน,บัตร,0.3004,0
TX-117104,2025-10-14,1337.79,ตู้เอทีเอ็ม,เว็บ,0.1315,0
TX-100764,2025-10-04,1759.51,ต่างประเทศ,เว็บ,0.3604,0
TX-107473,2025-10-15,680.93,ตู้เอทีเอ็ม,สาขา,0.1905,0
TX-112425,2025-10-25,1173.59,ออนไลน์,มือถือ,0.0612,0
TX-105890,2025-11-02,1265.60,ออนไลน์,สาขา,0.1679,0
TX-117655,2025-11-26,1737.51,หน้าร้าน,สาขา,0.2289,0
TX-101829,2025-10-11,388.97,ต่างประเทศ,บัตร,0.1714,0
TX-109398,2025-11-16,1344.58,ตู้เอทีเอ็ม,มือถือ,0.1467,0
TX-102927,2025-10-23,628.91,ต่างประเทศ,มือถือ,0.1276,0
TX-107002,2025-11-26,540.48,ต่างประเทศ,สาขา,0.2669,0
TX-113387,2025-11-21,5792.77,ออนไลน์,สาขา,0.085,0
TX-103476,2025-11-28,2726.39,ออนไลน์,เว็บ,0.1409,0
TX-100198,2025-11-01,928.29,ต่างประเทศ,เว็บ,0.2362,0
TX-113727,2025-11-05,1488.82,ตู้เอทีเอ็ม,เว็บ,0.0826,0
TX-111463,2025-11-27,160.65,หน้าร้าน,มือถือ,0.047,0
TX-113343,2025-11-12,2994.75,ออนไลน์,สาขา,0.0283,0
TX-109634,2025-10-31,937.66,ออนไลน์,บัตร,0.1377,0
TX-119381,2025-11-14,345.60,ออนไลน์,สาขา,0.0558,0
TX-104013,2025-10-26,2836.46,ต่างประเทศ,เว็บ,0.2487,0
TX-113397,2025-11-14,234.69,ตู้เอทีเอ็ม,สาขา,0.1278,0
TX-116620,2025-11-27,636.32,หน้าร้าน,มือถือ,0.0548,0
TX-113678,2025-10-09,13709.74,ตู้เอทีเอ็ม,บัตร,0.0558,0
TX-115902,2025-11-18,12532.08,ตู้เอทีเอ็ม,บัตร,0.0668,0
TX-102922,2025-10-11,3767.76,ต่างประเทศ,มือถือ,0.0788,0
TX-109632,2025-11-28,1718.93,ออนไลน์,มือถือ,0.1397,0
