session_id,period,session_date,device,campaign,minutes_on_site,converted
S-005465,2025-Q1,2025-02-06,Mobile,โฆษณาโซเชียล,6.9,0
S-016615,2025-Q2,2025-05-31,Desktop,โฆษณาโซเชียล,6.7,0
S-004978,2025-Q1,2025-03-20,Mobile,โฆษณาโซเชียล,7.3,0
S-019352,2025-Q2,2025-04-20,Desktop,โฆษณาโซเชียล,6.0,0
S-004906,2025-Q1,2025-01-23,Mobile,โฆษณาโซเชียล,5.7,0
S-003443,2025-Q1,2025-02-07,Mobile,ค้นหา,1.7,0
S-018056,2025-Q2,2025-04-07,Desktop,อีเมล,7.7,1
S-001352,2025-Q1,2025-02-16,Mobile,ค้นหา,6.9,0
S-012463,2025-Q2,2025-05-15,Mobile,ตรงเข้าเว็บ,9.7,0
S-001566,2025-Q1,2025-03-03,Mobile,ค้นหา,9.1,0
S-008796,2025-Q1,2025-02-16,Desktop,อีเมล,7.5,0
S-005900,2025-Q1,2025-02-26,Mobile,ค้นหา,9.8,0
S-009697,2025-Q1,2025-02-13,Desktop,อีเมล,2.7,0
S-005036,2025-Q1,2025-03-10,Mobile,ค้นหา,1.7,0
S-009403,2025-Q1,2025-03-08,Desktop,โฆษณาโซเชียล,1.9,0
S-019237,2025-Q2,2025-05-17,Desktop,ค้นหา,4.5,1
S-008828,2025-Q1,2025-02-10,Desktop,โฆษณาโซเชียล,6.6,0
S-001076,2025-Q1,2025-01-28,Mobile,อีเมล,2.3,0
S-019882,2025-Q2,2025-05-08,Desktop,ค้นหา,11.4,0
S-004780,2025-Q1,2025-03-16,Mobile,ค้นหา,3.3,0
S-004170,2025-Q1,2025-03-05,Mobile,โฆษณาโซเชียล,1.7,1
S-016225,2025-Q2,2025-05-07,Desktop,ค้นหา,10.6,0
S-013676,2025-Q2,2025-04-05,Desktop,โฆษณาโซเชียล,4.1,0
S-019862,2025-Q2,2025-05-04,Desktop,ค้นหา,5.0,0
S-012194,2025-Q2,2025-06-25,Mobile,ค้นหา,3.8,0
S-000127,2025-Q1,2025-03-11,Mobile,ค้นหา,11.6,0
S-010170,2025-Q2,2025-06-13,Mobile,โฆษณาโซเชียล,2.3,0
S-006441,2025-Q1,2025-03-13,Mobile,ค้นหา,3.5,1
S-000792,2025-Q1,2025-02-24,Mobile,โฆษณาโซเชียล,0.8,0
S-012070,2025-Q2,2025-06-09,Mobile,อีเมล,11.1,0
S-012355,2025-Q2,2025-04-17,Mobile,ค้นหา,7.8,0
S-002407,2025-Q1,2025-01-18,Mobile,ค้นหา,4.0,0
S-010710,2025-Q2,2025-06-25,Mobile,โฆษณาโซเชียล,1.2,0
S-004204,2025-Q1,2025-03-27,Mobile,ค้นหา,6.5,0
S-011227,2025-Q2,2025-05-12,Mobile,ค้นหา,10.6,0
S-007321,2025-Q1,2025-01-18,Mobile,โฆษณาโซเชียล,11.6,0
S-013521,2025-Q2,2025-05-23,Desktop,อีเมล,3.8,0
S-009715,2025-Q1,2025-03-05,Desktop,โฆษณาโซเชียล,10.0,0
S-017138,2025-Q2,2025-05-03,Desktop,ตรงเข้าเว็บ,7.5,0
S-005943,2025-Q1,2025-03-18,Mobile,อีเมล,0.9,0
S-005569,2025-Q1,2025-02-27,Mobile,อีเมล,5.2,0
S-009423,2025-Q1,2025-01-15,Desktop,ตรงเข้าเว็บ,8.3,1
S-017620,2025-Q2,2025-05-27,Desktop,ค้นหา,5.2,1
S-003962,2025-Q1,2025-02-26,Mobile,ค้นหา,3.8,0
S-016722,2025-Q2,2025-05-01,Desktop,ตรงเข้าเว็บ,2.8,0
S-019956,2025-Q2,2025-06-13,Desktop,โฆษณาโซเชียล,2.6,1
S-012150,2025-Q2,2025-05-25,Mobile,ค้นหา,8.9,0
S-016357,2025-Q2,2025-05-31,Desktop,ตรงเข้าเว็บ,0.7,0
S-019847,2025-Q2,2025-04-13,Desktop,ตรงเข้าเว็บ,3.2,0
S-000164,2025-Q1,2025-02-26,Mobile,ตรงเข้าเว็บ,0.8,1
S-019292,2025-Q2,2025-05-22,Desktop,ตรงเข้าเว็บ,2.7,0
S-017871,2025-Q2,2025-05-19,Desktop,ตรงเข้าเว็บ,1.6,1
S-012818,2025-Q2,2025-05-05,Mobile,อีเมล,11.9,0
S-009318,2025-Q1,2025-01-16,Desktop,ตรงเข้าเว็บ,6.9,0
S-011441,2025-Q2,2025-05-01,Mobile,ค้นหา,6.5,0
S-002234,2025-Q1,2025-01-30,Mobile,ค้นหา,8.1,0
S-016966,2025-Q2,2025-05-31,Desktop,โฆษณาโซเชียล,10.5,1
S-018103,2025-Q2,2025-05-30,Desktop,ตรงเข้าเว็บ,8.5,1
S-004623,2025-Q1,2025-02-03,Mobile,ค้นหา,9.3,0
S-003616,2025-Q1,2025-03-21,Mobile,โฆษณาโซเชียล,10.8,0
S-011060,2025-Q2,2025-06-25,Mobile,โฆษณาโซเชียล,3.4,0
S-003611,2025-Q1,2025-01-24,Mobile,ตรงเข้าเว็บ,0.9,0
S-013050,2025-Q2,2025-04-18,Desktop,อีเมล,11.0,0
S-000042,2025-Q1,2025-03-28,Mobile,โฆษณาโซเชียล,8.9,0
S-016491,2025-Q2,2025-04-02,Desktop,โฆษณาโซเชียล,3.4,1
S-013605,2025-Q2,2025-04-19,Desktop,โฆษณาโซเชียล,2.9,0
S-019490,2025-Q2,2025-06-17,Desktop,โฆษณาโซเชียล,4.1,0
S-011929,2025-Q2,2025-05-04,Mobile,ตรงเข้าเว็บ,1.4,0
S-009125,2025-Q1,2025-01-08,Desktop,ตรงเข้าเว็บ,11.7,0
S-012519,2025-Q2,2025-06-14,Mobile,โฆษณาโซเชียล,1.2,0
S-000361,2025-Q1,2025-03-15,Mobile,อีเมล,10.0,0
S-015825,2025-Q2,2025-04-07,Desktop,ตรงเข้าเว็บ,0.8,1
S-005402,2025-Q1,2025-02-17,Mobile,ค้นหา,7.6,0
S-019653,2025-Q2,2025-04-30,Desktop,อีเมล,8.4,0
S-013079,2025-Q2,2025-04-26,Desktop,ค้นหา,2.1,1
S-017810,2025-Q2,2025-04-18,Desktop,ตรงเข้าเว็บ,1.9,0
S-010232,2025-Q2,2025-04-16,Mobile,โฆษณาโซเชียล,9.8,0
S-008646,2025-Q1,2025-01-25,Desktop,โฆษณาโซเชียล,8.6,1
S-007361,2025-Q1,2025-01-18,Mobile,ตรงเข้าเว็บ,6.4,0
S-010935,2025-Q2,2025-04-16,Mobile,อีเมล,6.4,0
S-013797,2025-Q2,2025-04-24,Desktop,ค้นหา,0.9,1
S-018887,2025-Q2,2025-04-24,Desktop,โฆษณาโซเชียล,4.4,1
S-013744,2025-Q2,2025-04-14,Desktop,ค้นหา,0.6,0
S-016680,2025-Q2,2025-05-20,Desktop,โฆษณาโซเชียล,11.4,1
S-018781,2025-Q2,2025-04-07,Desktop,อีเมล,11.6,1
S-016052,2025-Q2,2025-05-12,Desktop,ตรงเข้าเว็บ,9.8,0
S-000047,2025-Q1,2025-03-13,Mobile,อีเมล,6.4,0
S-003964,2025-Q1,2025-01-22,Mobile,ตรงเข้าเว็บ,10.8,0
S-013048,2025-Q2,2025-05-25,Desktop,ตรงเข้าเว็บ,8.8,1
S-002964,2025-Q1,2025-01-04,Mobile,โฆษณาโซเชียล,3.2,0
S-006749,2025-Q1,2025-02-23,Mobile,ค้นหา,1.4,0
S-003653,2025-Q1,2025-03-04,Mobile,อีเมล,8.3,0
S-013756,2025-Q2,2025-04-21,Desktop,โฆษณาโซเชียล,3.1,0
S-018800,2025-Q2,2025-05-06,Desktop,โฆษณาโซเชียล,11.5,0
S-015335,2025-Q2,2025-05-14,Desktop,อีเมล,4.5,0
S-017891,2025-Q2,2025-05-01,Desktop,ตรงเข้าเว็บ,6.8,0
S-017227,2025-Q2,2025-05-07,Desktop,อีเมล,10.7,0
S-010221,2025-Q2,2025-06-11,Mobile,ตรงเข้าเว็บ,5.1,0
S-010235,2025-Q2,2025-04-11,Mobile,ค้นหา,2.0,0
S-008061,2025-Q1,2025-02-05,Desktop,ตรงเข้าเว็บ,9.2,1
S-016509,2025-Q2,2025-04-24,Desktop,อีเมล,5.1,0
S-008483,2025-Q1,2025-03-10,Desktop,อีเมล,5.7,1
S-000380,2025-Q1,2025-02-23,Mobile,ค้นหา,4.9,0
S-007810,2025-Q1,2025-01-26,Mobile,ค้นหา,5.0,0
S-004495,2025-Q1,2025-02-11,Mobile,อีเมล,2.7,0
S-011518,2025-Q2,2025-05-20,Mobile,โฆษณาโซเชียล,8.8,0
S-018339,2025-Q2,2025-05-06,Desktop,ค้นหา,0.7,1
S-001562,2025-Q1,2025-02-12,Mobile,โฆษณาโซเชียล,4.4,0
S-015684,2025-Q2,2025-06-13,Desktop,ค้นหา,9.4,0
S-012113,2025-Q2,2025-04-25,Mobile,ตรงเข้าเว็บ,7.8,0
S-015346,2025-Q2,2025-05-06,Desktop,โฆษณาโซเชียล,8.4,0
S-010951,2025-Q2,2025-04-30,Mobile,อีเมล,10.0,0
S-019231,2025-Q2,2025-05-08,Desktop,อีเมล,3.0,1
S-008619,2025-Q1,2025-02-11,Desktop,โฆษณาโซเชียล,0.7,0
S-008835,2025-Q1,2025-02-21,Desktop,โฆษณาโซเชียล,2.1,1
S-010836,2025-Q2,2025-06-23,Mobile,โฆษณาโซเชียล,11.4,0
S-000215,2025-Q1,2025-03-22,Mobile,ตรงเข้าเว็บ,6.9,0
S-015367,2025-Q2,2025-04-15,Desktop,ค้นหา,4.2,1
S-007994,2025-Q1,2025-01-13,Mobile,โฆษณาโซเชียล,7.9,0
S-004115,2025-Q1,2025-02-03,Mobile,ค้นหา,10.5,0
S-002360,2025-Q1,2025-01-12,Mobile,ค้นหา,2.0,0
S-008030,2025-Q1,2025-03-11,Desktop,ค้นหา,5.6,1
S-006736,2025-Q1,2025-03-17,Mobile,ค้นหา,5.0,0
S-012003,2025-Q2,2025-06-07,Mobile,ตรงเข้าเว็บ,9.1,0
S-001904,2025-Q1,2025-03-27,Mobile,โฆษณาโซเชียล,1.4,0
S-015185,2025-Q2,2025-06-13,Desktop,อีเมล,10.7,0
S-019338,2025-Q2,2025-04-25,Desktop,ค้นหา,7.0,1
S-013707,2025-Q2,2025-06-23,Desktop,ค้นหา,6.5,0
S-011807,2025-Q2,2025-04-29,Mobile,ตรงเข้าเว็บ,2.1,0
S-000711,2025-Q1,2025-01-11,Mobile,โฆษณาโซเชียล,3.8,0
S-015879,2025-Q2,2025-04-28,Desktop,อีเมล,7.1,1
S-004928,2025-Q1,2025-03-30,Mobile,ตรงเข้าเว็บ,5.8,0
S-015653,2025-Q2,2025-05-22,Desktop,อีเมล,5.5,1
S-002643,2025-Q1,2025-01-09,Mobile,โฆษณาโซเชียล,11.2,0
S-014088,2025-Q2,2025-04-11,Desktop,ตรงเข้าเว็บ,8.3,0
S-000396,2025-Q1,2025-03-24,Mobile,อีเมล,10.5,0
S-018009,2025-Q2,2025-05-31,Desktop,โฆษณาโซเชียล,11.9,0
S-015310,2025-Q2,2025-04-25,Desktop,อีเมล,2.7,0
S-012689,2025-Q2,2025-04-30,Mobile,ค้นหา,3.9,0
S-016434,2025-Q2,2025-06-01,Desktop,ค้นหา,7.2,1
S-009031,2025-Q1,2025-03-10,Desktop,อีเมล,6.6,1
S-019287,2025-Q2,2025-05-25,Desktop,อีเมล,3.2,1
S-004182,2025-Q1,2025-02-21,Mobile,โฆษณาโซเชียล,7.5,0
S-006304,2025-Q1,2025-01-01,Mobile,ตรงเข้าเว็บ,4.9,0
S-010321,2025-Q2,2025-04-24,Mobile,โฆษณาโซเชียล,4.4,0
S-011219,2025-Q2,2025-04-27,Mobile,อีเมล,6.3,0
S-000399,2025-Q1,2025-01-14,Mobile,โฆษณาโซเชียล,5.7,0
S-004597,2025-Q1,2025-03-27,Mobile,ตรงเข้าเว็บ,4.7,0
S-018372,2025-Q2,2025-06-10,Desktop,โฆษณาโซเชียล,2.0,0
S-003522,2025-Q1,2025-03-05,Mobile,โฆษณาโซเชียล,11.0,0
S-015329,2025-Q2,2025-05-12,Desktop,ค้นหา,8.0,1
S-015936,2025-Q2,2025-05-06,Desktop,ตรงเข้าเว็บ,9.1,0
S-017444,2025-Q2,2025-05-15,Desktop,ตรงเข้าเว็บ,3.9,0
S-015316,2025-Q2,2025-04-06,Desktop,ตรงเข้าเว็บ,11.8,0
S-016611,2025-Q2,2025-05-19,Desktop,ตรงเข้าเว็บ,10.7,1
S-008557,2025-Q1,2025-02-13,Desktop,อีเมล,2.0,1
S-007375,2025-Q1,2025-03-14,Mobile,อีเมล,4.5,0
S-007558,2025-Q1,2025-02-23,Mobile,ตรงเข้าเว็บ,2.9,0
S-001190,2025-Q1,2025-03-20,Mobile,อีเมล,10.8,0
S-006743,2025-Q1,2025-01-21,Mobile,อีเมล,2.9,0
S-011607,2025-Q2,2025-05-23,Mobile,โฆษณาโซเชียล,3.6,0
S-008997,2025-Q1,2025-01-15,Desktop,ตรงเข้าเว็บ,0.7,1
S-008951,2025-Q1,2025-03-13,Desktop,ค้นหา,5.2,1
S-004441,2025-Q1,2025-01-12,Mobile,ค้นหา,3.6,0
S-003070,2025-Q1,2025-01-26,Mobile,โฆษณาโซเชียล,4.5,0
S-003790,2025-Q1,2025-01-22,Mobile,ตรงเข้าเว็บ,5.8,0
S-000412,2025-Q1,2025-02-06,Mobile,ตรงเข้าเว็บ,7.8,1
S-016175,2025-Q2,2025-06-22,Desktop,อีเมล,4.6,0
S-009696,2025-Q1,2025-03-26,Desktop,ค้นหา,5.9,0
S-009516,2025-Q1,2025-01-26,Desktop,อีเมล,3.1,1
S-005340,2025-Q1,2025-03-16,Mobile,ค้นหา,0.8,0
S-013822,2025-Q2,2025-06-06,Desktop,ค้นหา,12.0,1
S-016126,2025-Q2,2025-04-06,Desktop,ตรงเข้าเว็บ,3.8,0
S-011516,2025-Q2,2025-05-12,Mobile,อีเมล,6.7,0
S-012162,2025-Q2,2025-05-21,Mobile,ค้นหา,9.5,0
S-002575,2025-Q1,2025-01-08,Mobile,โฆษณาโซเชียล,5.8,0
S-006482,2025-Q1,2025-01-16,Mobile,โฆษณาโซเชียล,1.9,0
S-005096,2025-Q1,2025-01-14,Mobile,โฆษณาโซเชียล,11.3,0
S-000245,2025-Q1,2025-02-11,Mobile,โฆษณาโซเชียล,6.9,0
S-018424,2025-Q2,2025-04-12,Desktop,ค้นหา,7.8,0
S-012372,2025-Q2,2025-05-23,Mobile,อีเมล,10.4,0
S-017477,2025-Q2,2025-05-17,Desktop,ค้นหา,7.6,0
S-014775,2025-Q2,2025-05-30,Desktop,อีเมล,2.1,1
S-017242,2025-Q2,2025-05-14,Desktop,โฆษณาโซเชียล,6.1,1
S-014214,2025-Q2,2025-05-14,Desktop,โฆษณาโซเชียล,11.7,0
S-009899,2025-Q1,2025-01-26,Desktop,ตรงเข้าเว็บ,0.6,1
S-019730,2025-Q2,2025-05-09,Desktop,ค้นหา,0.6,0
S-016907,2025-Q2,2025-05-31,Desktop,โฆษณาโซเชียล,9.7,0
S-017722,2025-Q2,2025-04-29,Desktop,ค้นหา,5.4,0
S-018130,2025-Q2,2025-06-29,Desktop,ค้นหา,3.6,1
S-007561,2025-Q1,2025-01-10,Mobile,ค้นหา,1.7,0
S-012598,2025-Q2,2025-05-13,Mobile,อีเมล,10.7,0
S-009126,2025-Q1,2025-02-08,Desktop,โฆษณาโซเชียล,8.0,0
S-004466,2025-Q1,2025-03-14,Mobile,โฆษณาโซเชียล,11.8,0
S-004479,2025-Q1,2025-01-17,Mobile,ค้นหา,8.9,0
S-014193,2025-Q2,2025-06-11,Desktop,อีเมล,6.6,1
S-008216,2025-Q1,2025-02-24,Desktop,อีเมล,0.7,1
S-010697,2025-Q2,2025-06-25,Mobile,โฆษณาโซเชียล,10.0,0
S-007490,2025-Q1,2025-01-01,Mobile,ค้นหา,1.2,0
S-014769,2025-Q2,2025-04-17,Desktop,โฆษณาโซเชียล,1.1,0
S-019917,2025-Q2,2025-06-13,Desktop,ตรงเข้าเว็บ,3.6,0
S-017024,2025-Q2,2025-04-04,Desktop,อีเมล,6.3,0
S-006121,2025-Q1,2025-01-21,Mobile,โฆษณาโซเชียล,6.4,0
S-019306,2025-Q2,2025-06-20,Desktop,อีเมล,0.9,0
S-013256,2025-Q2,2025-05-05,Desktop,ค้นหา,4.1,0
S-005479,2025-Q1,2025-02-15,Mobile,ตรงเข้าเว็บ,3.2,1
S-017473,2025-Q2,2025-05-22,Desktop,อีเมล,11.5,0
S-013988,2025-Q2,2025-06-12,Desktop,อีเมล,5.4,0
S-002748,2025-Q1,2025-02-07,Mobile,ค้นหา,2.5,0
S-004799,2025-Q1,2025-02-27,Mobile,อีเมล,8.6,1
S-003090,2025-Q1,2025-01-02,Mobile,ค้นหา,7.3,0
S-017320,2025-Q2,2025-06-14,Desktop,ตรงเข้าเว็บ,8.0,1
S-001479,2025-Q1,2025-03-13,Mobile,ตรงเข้าเว็บ,3.1,1
S-016356,2025-Q2,2025-05-15,Desktop,โฆษณาโซเชียล,7.6,0
S-001396,2025-Q1,2025-01-28,Mobile,ตรงเข้าเว็บ,5.8,0
S-001244,2025-Q1,2025-03-26,Mobile,โฆษณาโซเชียล,8.4,0
S-014608,2025-Q2,2025-06-21,Desktop,โฆษณาโซเชียล,3.8,0
S-010578,2025-Q2,2025-06-17,Mobile,ค้นหา,2.4,0
S-003969,2025-Q1,2025-02-07,Mobile,ตรงเข้าเว็บ,3.0,0
S-003669,2025-Q1,2025-02-16,Mobile,ค้นหา,3.2,0
S-004297,2025-Q1,2025-02-20,Mobile,ค้นหา,2.9,0
S-001111,2025-Q1,2025-01-22,Mobile,ตรงเข้าเว็บ,9.3,1
S-000852,2025-Q1,2025-03-16,Mobile,อีเมล,1.2,0
S-010698,2025-Q2,2025-06-07,Mobile,โฆษณาโซเชียล,7.4,0
S-007511,2025-Q1,2025-03-29,Mobile,อีเมล,6.1,0
S-016136,2025-Q2,2025-05-17,Desktop,ตรงเข้าเว็บ,5.9,0
S-003186,2025-Q1,2025-01-26,Mobile,ค้นหา,10.7,0
S-019261,2025-Q2,2025-06-09,Desktop,ค้นหา,2.1,1
S-009211,2025-Q1,2025-02-11,Desktop,อีเมล,2.3,1
S-013088,2025-Q2,2025-04-14,Desktop,โฆษณาโซเชียล,10.2,0
S-014393,2025-Q2,2025-05-02,Desktop,โฆษณาโซเชียล,7.4,0
S-016914,2025-Q2,2025-04-28,Desktop,อีเมล,11.8,1
S-014512,2025-Q2,2025-05-16,Desktop,โฆษณาโซเชียล,1.7,0
S-004257,2025-Q1,2025-02-12,Mobile,อีเมล,7.3,0
S-008350,2025-Q1,2025-03-24,Desktop,อีเมล,3.3,0
S-009534,2025-Q1,2025-02-17,Desktop,ค้นหา,1.6,1
S-008124,2025-Q1,2025-02-18,Desktop,อีเมล,6.5,0
S-019170,2025-Q2,2025-04-30,Desktop,ค้นหา,12.0,0
S-017007,2025-Q2,2025-04-13,Desktop,ค้นหา,9.0,1
S-014882,2025-Q2,2025-04-07,Desktop,ตรงเข้าเว็บ,4.5,0
S-001269,2025-Q1,2025-01-21,Mobile,ค้นหา,8.6,0
S-015737,2025-Q2,2025-04-05,Desktop,ตรงเข้าเว็บ,2.3,0
S-019846,2025-Q2,2025-06-18,Desktop,ค้นหา,8.9,0
S-018367,2025-Q2,2025-04-21,Desktop,ตรงเข้าเว็บ,9.4,1
S-005376,2025-Q1,2025-01-25,Mobile,อีเมล,9.7,0
S-009190,2025-Q1,2025-03-24,Desktop,ค้นหา,0.8,0
S-000225,2025-Q1,2025-03-12,Mobile,ตรงเข้าเว็บ,4.3,0
S-011200,2025-Q2,2025-05-11,Mobile,ค้นหา,4.2,0
S-012337,2025-Q2,2025-05-26,Mobile,ค้นหา,10.5,0
S-005390,2025-Q1,2025-02-08,Mobile,อีเมล,8.4,0
S-008208,2025-Q1,2025-03-01,Desktop,ตรงเข้าเว็บ,6.7,0
S-011081,2025-Q2,2025-04-10,Mobile,โฆษณาโซเชียล,8.2,0
S-006740,2025-Q1,2025-01-12,Mobile,อีเมล,2.5,0
S-016011,2025-Q2,2025-06-23,Desktop,โฆษณาโซเชียล,9.9,1
S-014075,2025-Q2,2025-06-17,Desktop,โฆษณาโซเชียล,3.8,1
S-010143,2025-Q2,2025-05-21,Mobile,อีเมล,10.2,0
S-003100,2025-Q1,2025-01-29,Mobile,โฆษณาโซเชียล,10.5,0
S-015357,2025-Q2,2025-06-13,Desktop,โฆษณาโซเชียล,8.4,0
S-015804,2025-Q2,2025-04-05,Desktop,อีเมล,6.6,0
S-005823,2025-Q1,2025-02-25,Mobile,โฆษณาโซเชียล,11.9,0
S-009514,2025-Q1,2025-03-17,Desktop,ค้นหา,8.3,0
S-012243,2025-Q2,2025-04-01,Mobile,ค้นหา,8.5,0
S-017675,2025-Q2,2025-05-03,Desktop,ค้นหา,7.5,0
S-002390,2025-Q1,2025-02-02,Mobile,ค้นหา,1.0,0
S-004422,2025-Q1,2025-02-07,Mobile,ค้นหา,8.1,0
S-016292,2025-Q2,2025-04-17,Desktop,โฆษณาโซเชียล,6.4,1
S-006825,2025-Q1,2025-02-04,Mobile,โฆษณาโซเชียล,6.8,0
S-013815,2025-Q2,2025-05-31,Desktop,อีเมล,9.7,0
S-015670,2025-Q2,2025-04-07,Desktop,ค้นหา,3.3,0
S-009710,2025-Q1,2025-03-05,Desktop,อีเมล,3.8,0
S-001496,2025-Q1,2025-01-14,Mobile,ตรงเข้าเว็บ,5.0,0
S-014622,2025-Q2,2025-06-01,Desktop,อีเมล,3.5,0
S-003746,2025-Q1,2025-02-21,Mobile,ค้นหา,2.5,0
S-004584,2025-Q1,2025-01-19,Mobile,อีเมล,3.8,1
S-011011,2025-Q2,2025-05-24,Mobile,ตรงเข้าเว็บ,11.1,1
S-019977,2025-Q2,2025-04-14,Desktop,โฆษณาโซเชียล,9.4,1
S-000870,2025-Q1,2025-03-03,Mobile,อีเมล,10.1,0
S-005623,2025-Q1,2025-01-13,Mobile,ค้นหา,10.8,0
S-017709,2025-Q2,2025-04-27,Desktop,ค้นหา,11.5,0
S-005405,2025-Q1,2025-01-05,Mobile,โฆษณาโซเชียล,10.5,1
S-002352,2025-Q1,2025-01-22,Mobile,ตรงเข้าเว็บ,9.2,0
S-005261,2025-Q1,2025-02-23,Mobile,โฆษณาโซเชียล,3.5,0
S-013331,2025-Q2,2025-05-23,Desktop,ค้นหา,9.3,0
S-000344,2025-Q1,2025-02-17,Mobile,ค้นหา,9.2,0
S-007146,2025-Q1,2025-03-05,Mobile,อีเมล,6.3,0
S-018739,2025-Q2,2025-04-24,Desktop,ค้นหา,10.5,0
S-016590,2025-Q2,2025-04-07,Desktop,ค้นหา,3.3,0
S-019818,2025-Q2,2025-04-19,Desktop,อีเมล,11.7,1
S-011397,2025-Q2,2025-06-25,Mobile,อีเมล,10.1,0
S-000114,2025-Q1,2025-01-05,Mobile,อีเมล,3.1,0
S-006991,2025-Q1,2025-01-15,Mobile,ค้นหา,6.6,0
S-002945,2025-Q1,2025-01-22,Mobile,ค้นหา,5.7,0
S-015455,2025-Q2,2025-05-26,Desktop,อีเมล,2.5,0
S-003576,2025-Q1,2025-02-01,Mobile,อีเมล,5.8,0
S-000479,2025-Q1,2025-03-08,Mobile,ค้นหา,5.7,0
S-016512,2025-Q2,2025-06-15,Desktop,ตรงเข้าเว็บ,9.0,0
S-007235,2025-Q1,2025-02-24,Mobile,โฆษณาโซเชียล,4.2,1
S-005291,2025-Q1,2025-03-29,Mobile,ตรงเข้าเว็บ,9.6,0
S-005266,2025-Q1,2025-03-21,Mobile,ค้นหา,10.5,0
S-018089,2025-Q2,2025-04-27,Desktop,ค้นหา,6.8,0
S-006341,2025-Q1,2025-01-25,Mobile,ค้นหา,10.8,0
S-005267,2025-Q1,2025-03-20,Mobile,ตรงเข้าเว็บ,4.7,0
S-001089,2025-Q1,2025-03-04,Mobile,ตรงเข้าเว็บ,1.1,0
S-003955,2025-Q1,2025-03-18,Mobile,อีเมล,8.8,0
S-016279,2025-Q2,2025-04-05,Desktop,โฆษณาโซเชียล,5.8,0
S-006855,2025-Q1,2025-02-08,Mobile,ตรงเข้าเว็บ,10.8,0
S-009435,2025-Q1,2025-03-04,Desktop,ค้นหา,9.3,0
S-010787,2025-Q2,2025-06-26,Mobile,ตรงเข้าเว็บ,0.7,0
S-012424,2025-Q2,2025-06-25,Mobile,โฆษณาโซเชียล,3.6,0
S-002671,2025-Q1,2025-01-03,Mobile,ค้นหา,2.6,0
S-000849,2025-Q1,2025-02-28,Mobile,ตรงเข้าเว็บ,11.0,0
S-002211,2025-Q1,2025-01-18,Mobile,อีเมล,8.1,0
S-007449,2025-Q1,2025-02-24,Mobile,อีเมล,3.0,0
S-004189,2025-Q1,2025-01-13,Mobile,ค้นหา,2.3,0
S-019780,2025-Q2,2025-05-01,Desktop,อีเมล,11.7,0
S-000925,2025-Q1,2025-01-10,Mobile,ตรงเข้าเว็บ,3.8,0
S-008449,2025-Q1,2025-03-01,Desktop,ค้นหา,2.7,0
S-018822,2025-Q2,2025-04-07,Desktop,โฆษณาโซเชียล,1.8,0
S-005442,2025-Q1,2025-03-27,Mobile,ตรงเข้าเว็บ,3.2,0
S-008881,2025-Q1,2025-03-02,Desktop,โฆษณาโซเชียล,8.0,1
S-013110,2025-Q2,2025-05-16,Desktop,ตรงเข้าเว็บ,4.8,0
S-001423,2025-Q1,2025-01-02,Mobile,ตรงเข้าเว็บ,0.6,1
S-006610,2025-Q1,2025-03-12,Mobile,ค้นหา,2.2,0
S-014128,2025-Q2,2025-05-16,Desktop,โฆษณาโซเชียล,0.5,0
S-008451,2025-Q1,2025-01-04,Desktop,อีเมล,10.3,0
S-007778,2025-Q1,2025-01-29,Mobile,อีเมล,5.4,0
S-008438,2025-Q1,2025-03-21,Desktop,โฆษณาโซเชียล,9.9,0
S-016506,2025-Q2,2025-06-01,Desktop,อีเมล,5.3,0
S-000716,2025-Q1,2025-03-28,Mobile,ตรงเข้าเว็บ,6.5,0
S-004320,2025-Q1,2025-03-20,Mobile,ค้นหา,7.6,0
S-018865,2025-Q2,2025-06-24,Desktop,โฆษณาโซเชียล,1.5,0
S-019595,2025-Q2,2025-04-08,Desktop,อีเมล,1.2,0
S-016967,2025-Q2,2025-04-07,Desktop,ตรงเข้าเว็บ,4.6,1
S-014408,2025-Q2,2025-05-06,Desktop,ค้นหา,5.9,0
S-004345,2025-Q1,2025-03-02,Mobile,ตรงเข้าเว็บ,5.0,0
S-003120,2025-Q1,2025-02-09,Mobile,ค้นหา,11.9,0
S-015819,2025-Q2,2025-04-21,Desktop,โฆษณาโซเชียล,10.4,0
S-001972,2025-Q1,2025-01-28,Mobile,อีเมล,10.7,0
S-019951,2025-Q2,2025-05-25,Desktop,อีเมล,0.6,0
S-001118,2025-Q1,2025-02-18,Mobile,ตรงเข้าเว็บ,5.3,0
S-015196,2025-Q2,2025-05-18,Desktop,ค้นหา,8.7,0
S-017069,2025-Q2,2025-05-22,Desktop,โฆษณาโซเชียล,2.0,1
S-011746,2025-Q2,2025-04-23,Mobile,อีเมล,5.8,0
S-017120,2025-Q2,2025-06-01,Desktop,ค้นหา,9.1,0
S-011469,2025-Q2,2025-05-23,Mobile,โฆษณาโซเชียล,6.6,0
S-001222,2025-Q1,2025-02-26,Mobile,โฆษณาโซเชียล,10.0,0
S-001824,2025-Q1,2025-03-10,Mobile,ค้นหา,7.5,0
S-007076,2025-Q1,2025-02-06,Mobile,ตรงเข้าเว็บ,6.2,0
S-015178,2025-Q2,2025-04-10,Desktop,โฆษณาโซเชียล,11.8,0
S-007202,2025-Q1,2025-03-11,Mobile,ตรงเข้าเว็บ,10.1,0
