customer_id,recency_days,frequency,monetary,tenure_days,main_channel
C-30537,95,16,26284.62,1308,หน้าร้าน
C-30767,238,2,5429.03,548,แอปมือถือ
C-31068,251,2,185325.42,788,แอปมือถือ
C-31176,223,1,190572.51,1023,หน้าร้าน
C-30296,66,12,41224.40,914,ออนไลน์
C-30113,32,39,53245.87,840,ออนไลน์
C-31026,351,5,4017.68,1182,หน้าร้าน
C-31198,160,2,65731.42,479,ออนไลน์
C-30482,83,10,27833.02,368,หน้าร้าน
C-30144,16,47,58541.03,858,แอปมือถือ
C-30472,87,19,24096.43,842,ออนไลน์
C-30170,44,28,107272.97,1361,แอปมือถือ
C-30645,106,12,10918.60,943,แอปมือถือ
C-30568,107,10,9307.20,1485,แอปมือถือ
C-30129,32,48,174604.23,1033,ออนไลน์
C-31069,234,1,137500.32,667,แอปมือถือ
C-30545,22,9,9558.77,814,แอปมือถือ
C-30188,5,23,97445.97,590,แอปมือถือ
C-31125,230,1,86672.33,492,แอปมือถือ
C-31064,255,2,170890.74,602,หน้าร้าน
C-30464,38,18,24479.24,1226,แอปมือถือ
C-30640,26,18,31845.36,1421,แอปมือถือ
C-30205,30,32,77884.28,1229,แอปมือถือ
C-30769,272,4,5982.47,283,แอปมือถือ
C-30157,39,29,130406.35,569,แอปมือถือ
C-30197,32,38,180934.83,261,แอปมือถือ
C-30308,41,10,11624.74,1205,แอปมือถือ
C-30368,49,17,23170.26,1386,หน้าร้าน
C-30711,254,2,936.18,846,ออนไลน์
C-30729,404,2,6303.52,860,หน้าร้าน
C-30921,293,1,2649.12,588,หน้าร้าน
C-30683,177,5,1234.85,236,แอปมือถือ
C-30735,309,3,3534.69,313,ออนไลน์
C-30789,268,4,912.29,1464,ออนไลน์
C-30867,186,1,2456.48,265,ออนไลน์
C-30782,174,5,1310.12,913,หน้าร้าน
C-30844,382,5,2848.84,399,หน้าร้าน
C-30549,58,12,14815.33,511,ออนไลน์
C-30970,270,1,5393.57,1433,ออนไลน์
C-30374,41,12,9681.16,819,หน้าร้าน
C-30675,78,11,32060.72,601,หน้าร้าน
C-30433,49,10,38776.60,856,ออนไลน์
C-30894,262,5,6693.04,447,ออนไลน์
C-30982,337,4,1498.06,837,ออนไลน์
C-30582,35,9,29598.79,1012,ออนไลน์
C-31041,354,5,6162.84,383,หน้าร้าน
C-30401,27,10,22229.52,1253,ออนไลน์
C-30530,71,13,40645.60,1184,แอปมือถือ
C-31008,277,4,4802.88,434,ออนไลน์
C-31097,108,1,89285.68,1018,แอปมือถือ
C-31166,217,2,65093.86,291,หน้าร้าน
C-30220,7,25,160603.26,1058,หน้าร้าน
C-30947,314,2,4452.03,535,ออนไลน์
C-30262,62,15,25712.51,1379,แอปมือถือ
C-30999,222,5,2682.89,1165,ออนไลน์
C-30806,260,2,1246.91,951,แอปมือถือ
C-31065,253,1,204178.90,1052,หน้าร้าน
C-30324,69,11,36432.33,202,หน้าร้าน
C-30023,43,30,79187.97,576,แอปมือถือ
C-30314,27,17,24294.96,1335,ออนไลน์
C-30441,38,18,14944.84,616,ออนไลน์
C-30910,256,4,4083.22,1483,แอปมือถือ
C-31072,158,2,65279.75,830,หน้าร้าน
C-30684,190,2,5319.00,1014,ออนไลน์
C-30964,366,3,3737.05,965,หน้าร้าน
C-31053,275,1,6193.50,913,ออนไลน์
C-30705,205,3,6184.82,613,แอปมือถือ
C-31119,245,2,205650.45,1233,แอปมือถือ
C-30038,9,38,137334.34,135,ออนไลน์
C-31124,244,2,82757.79,757,หน้าร้าน
C-31028,243,4,4490.88,1103,แอปมือถือ
C-30429,77,18,20691.39,701,หน้าร้าน
C-31118,136,1,79789.38,790,แอปมือถือ
C-30872,253,3,3908.58,1416,ออนไลน์
C-30306,67,15,34530.36,309,แอปมือถือ
C-30807,152,2,5106.68,1011,แอปมือถือ
C-30312,78,10,27178.12,955,ออนไลน์
C-30998,246,3,3845.76,825,แอปมือถือ
C-30252,4,35,58168.08,699,หน้าร้าน
C-31199,104,2,119537.10,1165,ออนไลน์
C-30380,50,13,40685.39,1082,ออนไลน์
C-30621,32,10,37850.91,706,หน้าร้าน
C-30250,35,45,109068.08,779,แอปมือถือ
C-30992,258,4,1839.07,651,แอปมือถือ
C-30587,40,13,36860.59,1374,หน้าร้าน
C-30614,109,7,11015.28,1082,แอปมือถือ
C-30693,200,1,2045.97,1364,ออนไลน์
C-30046,10,20,173658.25,271,หน้าร้าน
C-30012,43,27,47321.01,833,แอปมือถือ
C-30225,14,25,102570.90,176,หน้าร้าน
C-30678,48,9,10424.99,832,หน้าร้าน
C-30021,33,23,184857.71,752,แอปมือถือ
C-31076,235,1,200810.86,1407,แอปมือถือ
C-30891,350,2,949.07,837,แอปมือถือ
C-30202,10,43,96567.89,847,แอปมือถือ
C-30248,43,24,42603.38,1241,แอปมือถือ
C-30460,42,8,7237.05,727,แอปมือถือ
C-30394,86,13,16978.99,322,หน้าร้าน
C-30556,71,19,40869.71,699,หน้าร้าน
C-31141,152,2,164549.38,1317,แอปมือถือ
C-30156,19,27,65378.80,799,หน้าร้าน
C-30501,24,12,28301.46,647,แอปมือถือ
C-30203,34,30,70206.25,1264,หน้าร้าน
C-30699,377,4,5504.76,530,แอปมือถือ
C-30234,13,45,126205.81,465,ออนไลน์
C-30299,22,15,23776.01,940,หน้าร้าน
C-30081,14,40,147929.26,1294,ออนไลน์
C-31086,156,1,183091.66,998,แอปมือถือ
C-30566,60,11,22070.36,93,ออนไลน์
C-30665,60,12,15270.51,864,แอปมือถือ
C-30292,58,9,28221.62,127,หน้าร้าน
C-30508,83,10,13938.40,1463,หน้าร้าน
C-30609,110,20,32498.99,1487,แอปมือถือ
C-30483,71,15,17110.20,133,แอปมือถือ
C-30960,155,5,2147.68,1333,หน้าร้าน
C-31183,173,2,147367.69,867,แอปมือถือ
C-30494,72,19,22904.58,1291,แอปมือถือ
C-30477,106,12,23473.15,499,แอปมือถือ
C-30783,208,2,3747.79,1442,ออนไลน์
C-30766,418,1,672.38,1483,แอปมือถือ
C-31150,129,1,84347.24,388,ออนไลน์
C-30787,419,3,3675.96,1020,ออนไลน์
C-30882,297,1,2242.22,799,แอปมือถือ
C-30904,394,5,4961.37,465,ออนไลน์
C-30986,246,2,5858.10,1483,แอปมือถือ
C-30604,61,12,24069.55,1395,แอปมือถือ
C-30316,92,13,9456.88,278,แอปมือถือ
C-30703,220,5,2581.67,813,แอปมือถือ
C-31078,168,1,122763.08,1095,หน้าร้าน
C-30623,61,9,34204.51,1471,แอปมือถือ
C-31120,158,2,205918.48,232,ออนไลน์
C-30143,10,33,99209.08,1494,ออนไลน์
C-30318,52,13,36615.93,1395,ออนไลน์
C-31007,367,5,2602.86,1470,หน้าร้าน
C-30594,91,11,13838.63,1265,หน้าร้าน
C-30126,8,35,86556.79,750,หน้าร้าน
C-30474,32,19,38671.84,489,หน้าร้าน
C-30668,68,9,31105.79,1032,ออนไลน์
C-31036,204,1,2487.71,1160,ออนไลน์
C-31102,242,2,159413.67,929,ออนไลน์
C-30993,381,3,613.19,576,หน้าร้าน
C-30396,34,15,12144.04,690,ออนไลน์
C-30716,390,2,1653.22,552,หน้าร้าน
C-30980,178,2,2798.44,750,ออนไลน์
C-31111,220,2,54644.18,927,ออนไลน์
C-30033,23,42,45197.56,712,หน้าร้าน
C-30641,87,12,29862.61,834,หน้าร้าน
C-30502,102,14,8784.79,1397,ออนไลน์
C-30114,41,34,145567.23,1165,แอปมือถือ
C-30550,37,17,38781.05,1206,ออนไลน์
C-30836,235,3,4151.74,992,หน้าร้าน
C-31175,207,2,119961.90,1444,แอปมือถือ
C-30538,32,16,12388.17,116,ออนไลน์
C-30379,56,15,17059.81,972,ออนไลน์
C-30451,86,18,41548.74,235,หน้าร้าน
C-30723,214,3,1722.33,401,หน้าร้าน
C-30413,91,20,38413.51,662,ออนไลน์
C-30962,259,1,3158.28,1407,แอปมือถือ
C-31001,198,2,5604.30,693,ออนไลน์
C-31129,250,1,183313.07,1024,ออนไลน์
C-30647,24,8,17783.54,339,หน้าร้าน
C-30490,52,15,36176.88,171,หน้าร้าน
C-30866,162,1,5035.18,579,แอปมือถือ
C-30928,330,1,2136.76,545,ออนไลน์
C-31167,177,1,186448.31,682,ออนไลน์
C-30001,18,25,156420.05,1269,หน้าร้าน
C-30602,78,16,8624.21,1439,แอปมือถือ
C-31025,194,2,1094.10,918,ออนไลน์
C-30171,43,23,78889.11,938,แอปมือถือ
C-30018,14,24,160799.84,695,ออนไลน์
C-30644,79,20,21638.71,335,แอปมือถือ
C-30697,231,4,5509.71,807,แอปมือถือ
C-31195,121,1,140242.98,402,แอปมือถือ
C-31085,112,1,206212.87,1343,ออนไลน์
C-30042,25,20,69361.63,973,หน้าร้าน
C-30979,182,2,1083.15,422,แอปมือถือ
C-30210,13,40,88861.90,1181,หน้าร้าน
C-30372,27,19,37279.95,69,แอปมือถือ
C-30906,309,3,4476.12,955,แอปมือถือ
C-30015,15,48,83996.77,1135,หน้าร้าน
C-30686,204,5,3852.21,1418,แอปมือถือ
C-31145,110,1,155020.66,543,หน้าร้าน
C-30488,27,9,19903.12,1001,ออนไลน์
C-30818,220,1,4508.43,991,ออนไลน์
C-31131,162,1,110976.42,342,ออนไลน์
C-30939,163,4,2678.81,802,ออนไลน์
C-30926,338,4,6081.59,1422,แอปมือถือ
C-30346,60,11,34632.34,1078,ออนไลน์
C-30978,316,2,4300.60,925,หน้าร้าน
C-30834,193,1,2898.98,277,หน้าร้าน
C-30357,75,16,23726.21,1177,ออนไลน์
C-31128,186,1,203509.04,578,ออนไลน์
C-31156,135,1,175931.20,677,ออนไลน์
C-30862,382,3,4150.34,618,แอปมือถือ
C-30152,35,27,101060.99,1350,ออนไลน์
C-30341,33,20,17846.67,1092,แอปมือถือ
C-30198,32,32,118475.51,1340,แอปมือถือ
C-30136,36,24,142028.47,1173,หน้าร้าน
C-30187,25,18,123653.72,593,หน้าร้าน
C-30892,297,2,6141.31,1178,แอปมือถือ
C-31083,101,2,110448.08,1173,แอปมือถือ
C-30848,280,1,3631.21,845,แอปมือถือ
C-30169,15,44,112057.55,1219,หน้าร้าน
C-30758,198,3,2333.97,324,แอปมือถือ
C-30860,203,3,5875.98,1127,แอปมือถือ
C-30361,48,12,14372.39,537,หน้าร้าน
C-31082,160,1,149782.58,1064,ออนไลน์
C-30914,160,2,4175.55,882,แอปมือถือ
C-30139,25,23,114568.74,89,ออนไลน์
C-30165,13,30,62805.12,339,ออนไลน์
C-31161,97,1,98683.65,650,ออนไลน์
C-30103,41,34,42034.50,1307,หน้าร้าน
C-30003,31,32,152162.81,1203,ออนไลน์
C-30612,88,14,36033.73,365,แอปมือถือ
C-30080,30,36,86845.83,1007,แอปมือถือ
C-31104,138,1,151820.80,550,ออนไลน์
C-30990,396,5,2185.77,1322,หน้าร้าน
C-30901,383,5,5185.90,626,ออนไลน์
C-30919,310,2,2175.55,945,ออนไลน์
C-31147,215,1,115484.53,1499,ออนไลน์
C-30776,192,2,733.70,634,ออนไลน์
C-30323,28,18,11487.69,715,ออนไลน์
C-30395,104,17,22636.61,238,ออนไลน์
C-30637,40,17,16063.75,1234,ออนไลน์
C-30336,37,17,35097.95,463,แอปมือถือ
C-30504,90,14,32842.89,1421,หน้าร้าน
C-30107,6,44,98914.26,780,แอปมือถือ
C-30313,78,12,9988.74,306,แอปมือถือ
C-30900,187,2,1394.82,710,แอปมือถือ
C-30072,27,28,95466.08,750,ออนไลน์
C-30462,34,9,39377.43,1093,หน้าร้าน
C-31158,163,1,61603.16,506,แอปมือถือ
C-30024,26,31,86914.55,1391,แอปมือถือ
C-30823,366,5,6792.79,820,หน้าร้าน
C-30930,252,2,2019.27,1289,ออนไลน์
C-30889,336,4,6211.51,651,แอปมือถือ
C-30726,383,3,6646.48,1315,ออนไลน์
C-30229,12,39,173048.59,368,หน้าร้าน
C-31045,211,3,1893.60,1344,หน้าร้าน
C-30141,15,47,79231.69,1437,หน้าร้าน
C-31136,153,1,181649.85,512,ออนไลน์
C-30399,60,8,14644.82,1378,ออนไลน์
C-30655,43,18,32707.89,884,แอปมือถือ
C-30437,72,18,15685.27,623,ออนไลน์
C-30267,71,18,36967.87,283,หน้าร้าน
C-30833,251,3,4369.36,476,แอปมือถือ
C-30320,79,15,8971.70,333,หน้าร้าน
C-30266,44,18,22213.74,1112,แอปมือถือ
C-30985,162,5,2396.81,177,ออนไลน์
C-30422,102,8,31791.81,681,หน้าร้าน
C-30426,99,13,32514.87,151,หน้าร้าน
C-30700,221,1,6063.92,263,ออนไลน์
C-30064,29,37,120121.99,65,ออนไลน์
C-30450,73,12,20830.62,335,ออนไลน์
C-30478,80,11,30198.83,240,แอปมือถือ
C-31029,370,2,1178.08,984,ออนไลน์
C-30959,288,2,2824.05,1146,หน้าร้าน
C-30937,299,5,4842.24,1381,แอปมือถือ
C-30006,36,18,142359.53,416,หน้าร้าน
C-30619,70,17,30233.05,735,หน้าร้าน
C-31188,192,2,158130.93,1087,ออนไลน์
C-30721,211,2,2852.97,1493,ออนไลน์
C-30770,241,5,2063.93,873,หน้าร้าน
C-30400,79,19,22088.89,453,ออนไลน์
C-30955,184,1,581.67,1124,แอปมือถือ
C-30339,81,15,14995.43,901,แอปมือถือ
C-30245,42,47,153217.55,335,หน้าร้าน
C-30616,63,7,18474.39,1315,ออนไลน์
C-30905,195,3,1028.69,1360,แอปมือถือ
C-30476,28,12,21400.68,368,แอปมือถือ
C-30916,167,5,2784.61,219,แอปมือถือ
C-30636,101,11,36889.41,1116,แอปมือถือ
C-30295,21,20,41140.99,212,หน้าร้าน
C-30835,398,1,4140.88,859,แอปมือถือ
C-30397,67,11,29080.52,412,แอปมือถือ
C-30047,10,27,66333.92,522,ออนไลน์
C-30976,209,2,1452.08,247,ออนไลน์
C-31138,135,1,209471.63,1063,ออนไลน์
C-30409,48,16,7715.64,1498,หน้าร้าน
C-30083,44,27,93245.27,770,ออนไลน์
C-30555,20,18,30902.46,308,ออนไลน์
C-30589,90,11,36897.40,1078,แอปมือถือ
C-30423,54,9,22795.77,1342,หน้าร้าน
C-30828,310,2,2680.76,1432,หน้าร้าน
C-30294,22,7,21369.23,1475,ออนไลน์
C-31002,291,3,3085.61,1337,ออนไลน์
C-30642,57,12,30649.13,236,แอปมือถือ
C-30510,92,12,40148.24,1016,ออนไลน์
C-30927,157,4,5708.71,764,ออนไลน์
C-30359,84,14,34151.77,448,หน้าร้าน
C-30162,20,43,70691.86,1303,แอปมือถือ
C-30276,93,13,15285.44,491,ออนไลน์
C-31116,132,2,151608.28,903,ออนไลน์
C-30559,67,20,38019.84,1102,หน้าร้าน
C-30062,36,19,46098.62,486,ออนไลน์
C-30032,28,46,71076.44,842,ออนไลน์
C-30371,108,12,20616.41,738,หน้าร้าน
C-30363,90,17,12175.10,553,ออนไลน์
C-31110,142,2,85225.27,1418,ออนไลน์
C-30991,237,1,1629.60,1008,แอปมือถือ
C-30055,12,27,139158.55,1414,ออนไลน์
C-30421,20,10,34426.82,793,ออนไลน์
C-30004,4,43,124665.88,489,ออนไลน์
C-30045,3,30,95938.21,566,หน้าร้าน
C-30134,6,37,61126.87,1466,แอปมือถือ
C-30302,45,19,24137.50,120,ออนไลน์
C-30622,98,13,19378.07,366,แอปมือถือ
C-30572,96,12,23845.92,1107,ออนไลน์
C-31091,203,2,81919.60,1081,แอปมือถือ
C-30026,7,36,132320.33,664,ออนไลน์
C-30788,167,2,6677.72,1303,แอปมือถือ
C-30517,84,9,8091.02,1003,แอปมือถือ
C-30765,261,5,5139.52,671,หน้าร้าน
C-30454,84,17,20267.40,230,ออนไลน์
C-30972,408,3,6197.08,1293,หน้าร้าน
C-30177,44,22,81713.55,1177,หน้าร้าน
C-30127,42,22,140633.58,557,หน้าร้าน
C-30405,44,7,21257.72,904,ออนไลน์
C-30183,6,28,130620.67,920,ออนไลน์
C-30244,43,43,42041.10,603,ออนไลน์
C-30063,7,38,161911.47,845,แอปมือถือ
C-30751,258,1,1734.94,853,หน้าร้าน
C-31153,141,1,168870.30,282,หน้าร้าน
C-30217,14,35,145703.56,207,ออนไลน์
C-30590,106,19,27296.02,286,หน้าร้าน
C-30575,47,19,41414.58,1357,แอปมือถือ
C-30961,341,3,1104.48,817,ออนไลน์
C-30715,357,3,6257.87,1419,แอปมือถือ
C-30289,33,7,30556.53,70,แอปมือถือ
C-30061,38,32,111019.97,252,แอปมือถือ
C-30213,36,40,127418.48,990,ออนไลน์
C-30879,184,3,3107.31,233,ออนไลน์
C-31094,162,1,159213.70,1163,แอปมือถือ
C-30790,234,1,5611.21,1134,ออนไลน์
C-30563,71,12,40698.39,984,แอปมือถือ
C-30511,24,15,18762.64,544,แอปมือถือ
C-30082,29,26,55312.10,1296,แอปมือถือ
C-31058,412,1,4701.89,470,แอปมือถือ
C-30523,103,16,29638.72,1062,หน้าร้าน
C-30695,161,5,4422.23,522,แอปมือถือ
C-30505,23,19,7397.28,659,ออนไลน์
C-30108,12,28,134043.46,844,หน้าร้าน
C-30786,410,1,1832.36,792,แอปมือถือ
C-30632,53,13,12571.97,793,แอปมือถือ
C-30583,79,8,32362.85,1500,แอปมือถือ
C-30142,9,39,59760.87,828,ออนไลน์
C-30438,100,19,13044.27,473,หน้าร้าน
C-30843,265,3,5296.92,1317,แอปมือถือ
C-30254,23,40,111384.70,1074,แอปมือถือ
C-30164,10,31,72942.21,318,แอปมือถือ
C-30798,394,5,2540.12,1144,ออนไลน์
C-30876,224,4,6327.19,1420,หน้าร้าน
C-30856,226,5,2509.74,1379,หน้าร้าน
C-30560,81,11,16362.33,1081,แอปมือถือ
C-30722,371,5,725.08,1359,หน้าร้าน
C-30278,104,18,28231.94,461,ออนไลน์
C-30615,44,16,23657.85,1322,ออนไลน์
C-30777,337,4,2484.81,744,แอปมือถือ
C-31160,228,2,129661.67,373,ออนไลน์
C-30390,34,13,22905.61,1287,หน้าร้าน
C-30290,104,17,40871.27,886,หน้าร้าน
C-31039,365,4,6460.70,669,หน้าร้าน
C-30732,171,3,4701.79,659,ออนไลน์
C-31105,110,1,159783.69,1345,แอปมือถือ
C-31055,211,3,5984.34,879,ออนไลน์
C-30480,30,8,12480.62,822,หน้าร้าน
C-30333,33,18,16736.71,1170,แอปมือถือ
C-30643,58,19,26939.80,698,ออนไลน์
C-30118,3,33,83813.29,1195,หน้าร้าน
C-30799,185,5,1407.19,484,ออนไลน์
C-30351,34,8,33464.53,470,หน้าร้าน
C-30586,100,11,20651.79,130,ออนไลน์
C-30304,50,10,33576.69,1403,หน้าร้าน
C-30718,155,4,6378.62,761,แอปมือถือ
C-31187,143,2,181711.00,1054,ออนไลน์
C-30581,57,20,28532.91,1133,แอปมือถือ
C-30470,78,10,15838.72,947,ออนไลน์
C-30996,314,1,2011.02,1135,แอปมือถือ
C-30629,47,11,36969.10,175,ออนไลน์
C-30345,30,17,16911.66,1495,แอปมือถือ
C-31092,194,2,78682.71,726,แอปมือถือ
C-30369,26,13,36744.56,504,หน้าร้าน
C-30145,19,42,148229.54,943,ออนไลน์
C-30841,288,1,4018.79,954,หน้าร้าน
C-30661,27,10,35551.44,1219,แอปมือถือ
C-30227,19,32,151852.54,870,ออนไลน์
C-30424,55,9,26785.76,367,หน้าร้าน
C-30897,200,2,5920.05,1271,ออนไลน์
C-30484,81,10,32006.80,1026,ออนไลน์
C-30869,155,3,2545.10,1233,ออนไลน์
C-30270,70,15,17041.10,388,หน้าร้าน
C-30117,20,36,152118.03,1236,แอปมือถือ
C-30366,41,13,36291.99,614,หน้าร้าน
C-30049,22,31,150987.07,1373,แอปมือถือ
C-30819,283,3,4958.13,1440,หน้าร้าน
C-30090,24,18,119742.99,753,หน้าร้าน
C-30912,417,1,2575.45,740,ออนไลน์
C-30444,64,14,15249.87,222,หน้าร้าน
C-30111,23,34,74055.08,187,หน้าร้าน
C-30771,233,4,4729.14,369,แอปมือถือ
C-30353,81,20,12630.41,1139,หน้าร้าน
C-31169,153,1,167032.69,233,หน้าร้าน
C-31112,259,2,148197.45,1298,แอปมือถือ
C-30375,105,15,30564.64,1190,ออนไลน์
C-30772,389,2,6005.71,740,หน้าร้าน
C-31098,178,2,208148.61,1434,แอปมือถือ
C-31006,157,3,4271.66,1078,หน้าร้าน
C-31046,353,1,1557.13,994,หน้าร้าน
C-30871,292,2,1886.50,1113,แอปมือถือ
C-30258,36,33,107659.95,238,ออนไลน์
C-30757,300,3,2745.25,1455,หน้าร้าน
C-30713,395,5,6198.87,787,แอปมือถือ
C-30321,107,19,32595.73,735,ออนไลน์
C-30977,384,1,3238.56,448,แอปมือถือ
C-30034,6,47,154587.29,691,หน้าร้าน
C-31174,214,1,58572.59,1474,หน้าร้าน
C-30349,48,14,22219.88,858,แอปมือถือ
C-30133,12,44,167373.76,1006,ออนไลน์
C-30158,18,41,142779.90,1134,ออนไลน์
C-30653,74,12,9002.04,286,หน้าร้าน
C-30310,102,7,18547.84,949,ออนไลน์
C-30802,211,5,4131.35,1253,ออนไลน์
C-30458,103,10,17187.71,424,แอปมือถือ
C-31066,109,1,188430.35,297,ออนไลน์
C-30457,43,8,9297.03,290,หน้าร้าน
C-31047,355,1,1284.30,1120,ออนไลน์
C-30264,84,17,33383.53,910,หน้าร้าน
C-30430,98,19,27929.95,1385,ออนไลน์
C-30340,27,7,41930.16,942,หน้าร้าน
C-30029,19,34,84974.69,858,ออนไลน์
C-30036,30,37,99123.05,221,แอปมือถือ
C-30416,56,9,34665.18,451,แอปมือถือ
C-30196,8,43,120561.50,333,แอปมือถือ
C-30759,236,4,5436.35,862,แอปมือถือ
C-30599,31,17,19432.18,1346,ออนไลน์
C-30356,59,20,31329.13,1453,แอปมือถือ
C-31172,230,2,117002.45,441,หน้าร้าน
C-30839,350,1,1052.37,671,แอปมือถือ
C-30147,29,29,132225.51,326,แอปมือถือ
C-31127,182,2,152995.68,1495,ออนไลน์
C-31193,120,1,207636.94,543,แอปมือถือ
C-30701,174,4,4619.21,889,ออนไลน์
C-30785,332,1,2365.26,614,ออนไลน์
C-30499,32,7,35728.22,551,หน้าร้าน
C-30809,271,5,2168.34,1088,ออนไลน์
C-30558,110,13,24046.06,485,หน้าร้าน
C-30592,93,10,24493.03,273,ออนไลน์
C-30842,248,1,4603.39,428,หน้าร้าน
C-30249,34,22,160074.64,602,ออนไลน์
C-30259,38,31,128073.74,1175,ออนไลน์
C-30764,208,3,6367.16,438,แอปมือถือ
C-30214,40,21,90693.78,786,ออนไลน์
C-30135,6,27,102760.01,594,ออนไลน์
C-30662,21,9,8415.09,109,แอปมือถือ
C-30149,39,27,108923.79,1278,หน้าร้าน
C-30958,192,5,3580.18,1394,หน้าร้าน
C-30358,47,17,34191.63,619,แอปมือถือ
C-30540,61,8,35705.07,1113,หน้าร้าน
C-30541,30,8,30958.13,68,แอปมือถือ
C-30720,195,4,1339.97,588,ออนไลน์
C-30301,20,19,40620.84,1292,ออนไลน์
C-30805,307,3,3322.83,694,หน้าร้าน
C-30792,368,3,2586.79,467,ออนไลน์
C-30428,26,9,13565.57,813,ออนไลน์
C-31151,260,1,128496.32,769,แอปมือถือ
C-30924,237,1,1345.48,868,แอปมือถือ
C-30535,95,8,28112.20,537,แอปมือถือ
C-30002,18,35,92375.46,443,ออนไลน์
C-31126,194,2,186524.93,304,ออนไลน์
C-30102,45,31,177943.55,1487,หน้าร้าน
C-30065,8,40,48848.66,141,แอปมือถือ
C-30297,57,14,35142.17,159,หน้าร้าน
C-30791,228,1,5750.84,1015,หน้าร้าน
C-30522,36,20,16752.30,1289,หน้าร้าน
C-30059,3,42,98744.97,803,ออนไลน์
C-30702,356,3,3826.95,883,แอปมือถือ
C-30983,292,1,3081.18,855,แอปมือถือ
C-30874,204,5,3206.77,1107,ออนไลน์
C-30628,98,11,11069.28,994,หน้าร้าน
C-30676,31,12,9834.91,1332,ออนไลน์
C-30875,264,5,6368.54,383,ออนไลน์
C-30257,43,22,69325.30,617,ออนไลน์
C-30943,340,1,5023.15,1017,แอปมือถือ
C-30224,15,21,178132.09,778,หน้าร้าน
C-30016,27,22,117107.66,364,หน้าร้าน
C-31017,338,2,5519.63,934,แอปมือถือ
C-30885,200,3,5524.67,707,หน้าร้าน
C-30989,393,2,4927.13,1377,หน้าร้าน
C-30408,46,15,10011.43,1272,ออนไลน์
C-30781,321,2,3807.03,774,ออนไลน์
C-31089,193,1,93567.86,1467,หน้าร้าน
C-30459,46,13,22295.11,209,ออนไลน์
C-30130,25,25,79444.91,1482,หน้าร้าน
C-30005,14,26,150347.53,665,หน้าร้าน
C-30404,65,8,24224.03,785,หน้าร้าน
C-30230,26,38,177784.73,840,แอปมือถือ
C-30864,291,5,1314.63,368,แอปมือถือ
C-31062,205,2,209207.89,549,หน้าร้าน
C-30880,204,5,3416.35,229,แอปมือถือ
C-30838,215,1,2733.48,1387,หน้าร้าน
C-31044,162,2,1655.52,788,ออนไลน์
C-30532,77,10,40033.84,373,หน้าร้าน
C-30360,94,17,32477.89,600,หน้าร้าน
C-30933,323,2,3602.55,604,หน้าร้าน
C-31059,368,1,2900.08,1011,แอปมือถือ
C-30899,194,3,747.32,321,แอปมือถือ
C-31179,141,2,108001.02,1344,แอปมือถือ
C-30116,13,41,79607.08,418,แอปมือถือ
C-30648,33,14,28337.26,695,แอปมือถือ
C-31197,221,2,163233.70,800,ออนไลน์
C-31019,198,5,3061.90,1423,ออนไลน์
C-30670,89,20,20765.83,1154,หน้าร้าน
C-31173,260,2,204987.45,807,หน้าร้าน
C-30284,65,18,28772.23,1387,แอปมือถือ
C-30271,33,17,38876.17,719,แอปมือถือ
C-30672,97,9,19043.62,623,หน้าร้าน
C-30342,45,17,18909.24,664,หน้าร้าน
C-30724,306,4,5859.44,377,แอปมือถือ
C-30223,42,47,63452.88,820,แอปมือถือ
C-30182,38,45,86811.07,349,แอปมือถือ
C-30298,41,8,10385.10,1287,ออนไลน์
C-31035,291,3,5794.53,1270,แอปมือถือ
C-30742,171,1,1685.35,988,แอปมือถือ
C-30261,45,11,33350.82,443,หน้าร้าน
C-30660,51,10,22850.92,311,แอปมือถือ
C-30232,23,31,178078.59,782,แอปมือถือ
C-30952,187,1,5871.01,1200,ออนไลน์
C-30190,33,30,90862.63,789,แอปมือถือ
C-30279,37,14,17692.79,1009,หน้าร้าน
C-30850,289,5,610.10,307,ออนไลน์
C-30870,188,4,1714.50,1135,ออนไลน์
C-30327,65,9,37445.69,718,หน้าร้าน
C-30626,79,20,12337.31,1098,หน้าร้าน
C-31189,116,2,98352.03,459,หน้าร้าน
C-31115,162,2,83498.71,315,ออนไลน์
C-30305,65,14,9915.32,80,หน้าร้าน
C-30671,48,13,22431.51,1387,แอปมือถือ
C-31080,241,1,80911.48,464,ออนไลน์
C-30293,89,14,19910.95,1281,แอปมือถือ
C-30830,361,4,5399.10,494,แอปมือถือ
C-30456,94,18,19715.30,260,หน้าร้าน
C-30087,12,27,121736.60,1182,หน้าร้าน
C-30561,107,19,22587.28,365,ออนไลน์
C-30855,220,2,2721.35,480,หน้าร้าน
C-30571,49,10,23035.52,930,ออนไลน์
C-30415,99,7,33909.41,1456,แอปมือถือ
C-30028,13,38,155507.18,205,ออนไลน์
C-30099,19,47,127884.16,213,ออนไลน์
C-30846,159,2,3033.20,1252,หน้าร้าน
C-30831,206,1,6654.99,1303,ออนไลน์
C-30355,65,18,38631.90,1209,แอปมือถือ
C-30469,44,10,24988.20,136,แอปมือถือ
C-30192,15,24,60816.59,337,แอปมือถือ
C-30309,88,7,25537.67,607,ออนไลน์
C-30779,166,2,3088.99,479,แอปมือถือ
C-31074,237,2,109446.50,773,ออนไลน์
C-30031,31,35,43886.56,1441,แอปมือถือ
C-30808,407,3,2671.80,562,ออนไลน์
