transaction_id,txn_date,item
T-201218,2025-09-26,เบียร์
T-201218,2025-09-26,ไข่ไก่
T-201219,2025-09-01,ถุงพลาสติก
T-201220,2025-08-31,ชาเขียว
T-201220,2025-08-31,ถุงพลาสติก
T-201221,2025-09-26,ชาเขียว
T-201221,2025-09-26,ถุงพลาสติก
T-201221,2025-09-26,บะหมี่กึ่งสำเร็จรูป
T-201221,2025-09-26,ผ้าเช็ดทำความสะอาด
T-201221,2025-09-26,เบียร์
T-201221,2025-09-26,แชมพู
T-201222,2025-08-13,ขนมปัง
T-201222,2025-08-13,ถุงพลาสติก
T-201223,2025-09-02,ชาเขียว
T-201224,2025-07-25,ถุงพลาสติก
T-201224,2025-07-25,นมสด
T-201224,2025-07-25,บะหมี่กึ่งสำเร็จรูป
T-201224,2025-07-25,มันฝรั่งทอด
T-201225,2025-07-29,ถุงพลาสติก
T-201225,2025-07-29,เบียร์
T-201226,2025-08-31,ขนมปัง
T-201226,2025-08-31,ไข่ไก่
T-201227,2025-09-12,ขนมปัง
T-201227,2025-09-12,ชาเขียว
T-201227,2025-09-12,ถุงพลาสติก
T-201227,2025-09-12,น้ำดื่ม
T-201227,2025-09-12,มันฝรั่งทอด
T-201227,2025-09-12,ไข่ไก่
T-201228,2025-07-20,กาแฟสด
T-201228,2025-07-20,ถุงพลาสติก
T-201229,2025-07-13,ขนมปัง
T-201229,2025-07-13,ชาเขียว
T-201229,2025-07-13,ถุงพลาสติก
T-201229,2025-07-13,นมสด
T-201230,2025-09-28,ชาเขียว
T-201230,2025-09-28,น้ำดื่ม
T-201231,2025-08-27,กาแฟสด
T-201231,2025-08-27,ถุงพลาสติก
T-201231,2025-08-27,น้ำดื่ม
T-201231,2025-08-27,บะหมี่กึ่งสำเร็จรูป
T-201232,2025-08-05,ถุงพลาสติก
T-201232,2025-08-05,น้ำดื่ม
T-201232,2025-08-05,เบียร์
T-201233,2025-07-23,ถุงพลาสติก
T-201233,2025-07-23,นมสด
T-201233,2025-07-23,ผ้าอ้อม
T-201233,2025-07-23,ผ้าเช็ดทำความสะอาด
T-201233,2025-07-23,เบียร์
T-201233,2025-07-23,แชมพู
T-201234,2025-07-08,กาแฟสด
T-201234,2025-07-08,ถุงพลาสติก
T-201234,2025-07-08,น้ำดื่ม
T-201235,2025-07-18,ถุงพลาสติก
T-201235,2025-07-18,นมสด
T-201236,2025-07-21,ถุงพลาสติก
T-201237,2025-07-03,กาแฟสด
T-201237,2025-07-03,ถุงพลาสติก
T-201237,2025-07-03,นมสด
T-201237,2025-07-03,มันฝรั่งทอด
T-201238,2025-08-17,ชาเขียว
T-201238,2025-08-17,ถุงพลาสติก
T-201238,2025-08-17,ผ้าอ้อม
T-201238,2025-08-17,ผ้าเช็ดทำความสะอาด
T-201238,2025-08-17,เบียร์
T-201239,2025-08-15,ถุงพลาสติก
T-201239,2025-08-15,ผ้าอ้อม
T-201239,2025-08-15,ผ้าเช็ดทำความสะอาด
T-201239,2025-08-15,ไข่ไก่
T-201240,2025-09-03,กาแฟสด
T-201240,2025-09-03,น้ำดื่ม
T-201240,2025-09-03,บะหมี่กึ่งสำเร็จรูป
T-201240,2025-09-03,ไข่ไก่
T-201241,2025-09-02,กาแฟสด
T-201241,2025-09-02,ถุงพลาสติก
T-201241,2025-09-02,น้ำดื่ม
T-201241,2025-09-02,แชมพู
T-201242,2025-09-16,ถุงพลาสติก
T-201242,2025-09-16,น้ำดื่ม
T-201243,2025-07-28,ขนมปัง
T-201243,2025-07-28,ถุงพลาสติก
T-201243,2025-07-28,บะหมี่กึ่งสำเร็จรูป
T-201243,2025-07-28,ไข่ไก่
T-201244,2025-07-22,กาแฟสด
T-201244,2025-07-22,ถุงพลาสติก
T-201244,2025-07-22,ผ้าอ้อม
T-201244,2025-07-22,ผ้าเช็ดทำความสะอาด
T-201245,2025-09-28,ผงซักฟอก
T-201245,2025-09-28,ผ้าเช็ดทำความสะอาด
T-201245,2025-09-28,เบียร์
T-201246,2025-09-18,ชาเขียว
T-201246,2025-09-18,ถุงพลาสติก
T-201247,2025-09-04,ถุงพลาสติก
T-201247,2025-09-04,นมสด
T-201247,2025-09-04,เบียร์
T-201248,2025-07-24,กาแฟสด
T-201248,2025-07-24,ขนมปัง
T-201248,2025-07-24,นมสด
T-201249,2025-07-05,ถุงพลาสติก
T-201249,2025-07-05,บะหมี่กึ่งสำเร็จรูป
T-201249,2025-07-05,ผงซักฟอก
T-201249,2025-07-05,เบียร์
T-201249,2025-07-05,ไข่ไก่
T-201250,2025-07-27,ขนมปัง
T-201250,2025-07-27,ถุงพลาสติก
T-201250,2025-07-27,น้ำดื่ม
T-201250,2025-07-27,มันฝรั่งทอด
T-201251,2025-07-06,นมสด
T-201251,2025-07-06,เบียร์
T-201251,2025-07-06,ไข่ไก่
T-201252,2025-08-28,ชาเขียว
T-201252,2025-08-28,ถุงพลาสติก
T-201253,2025-08-12,ชาเขียว
T-201253,2025-08-12,ถุงพลาสติก
T-201253,2025-08-12,นมสด
T-201253,2025-08-12,บะหมี่กึ่งสำเร็จรูป
T-201254,2025-07-01,ชาเขียว
T-201254,2025-07-01,นมสด
T-201254,2025-07-01,น้ำดื่ม
T-201254,2025-07-01,มันฝรั่งทอด
T-201255,2025-08-11,ขนมปัง
T-201255,2025-08-11,ถุงพลาสติก
T-201255,2025-08-11,น้ำดื่ม
T-201255,2025-08-11,มันฝรั่งทอด
T-201255,2025-08-11,เบียร์
T-201256,2025-09-18,ไข่ไก่
T-201257,2025-07-28,กาแฟสด
T-201257,2025-07-28,ถุงพลาสติก
T-201257,2025-07-28,นมสด
T-201257,2025-07-28,น้ำดื่ม
T-201258,2025-08-15,ถุงพลาสติก
T-201259,2025-09-17,ขนมปัง
T-201259,2025-09-17,ชาเขียว
T-201259,2025-09-17,น้ำดื่ม
T-201260,2025-09-27,ถุงพลาสติก
T-201260,2025-09-27,ผงซักฟอก
T-201261,2025-08-30,ชาเขียว
T-201261,2025-08-30,ถุงพลาสติก
T-201261,2025-08-30,ผ้าอ้อม
T-201261,2025-08-30,ผ้าเช็ดทำความสะอาด
T-201262,2025-08-26,ถุงพลาสติก
T-201263,2025-07-02,ถุงพลาสติก
T-201263,2025-07-02,น้ำดื่ม
T-201263,2025-07-02,ผ้าเช็ดทำความสะอาด
T-201263,2025-07-02,มันฝรั่งทอด
T-201263,2025-07-02,ไข่ไก่
T-201264,2025-08-09,ถุงพลาสติก
T-201264,2025-08-09,น้ำดื่ม
T-201264,2025-08-09,บะหมี่กึ่งสำเร็จรูป
T-201264,2025-08-09,ผงซักฟอก
T-201265,2025-07-14,ผ้าเช็ดทำความสะอาด
T-201266,2025-07-16,ผ้าเช็ดทำความสะอาด
T-201267,2025-08-25,ชาเขียว
T-201268,2025-08-26,ขนมปัง
T-201268,2025-08-26,ถุงพลาสติก
T-201268,2025-08-26,ผ้าเช็ดทำความสะอาด
T-201269,2025-09-14,กาแฟสด
T-201269,2025-09-14,ขนมปัง
T-201270,2025-08-14,ถุงพลาสติก
T-201270,2025-08-14,น้ำดื่ม
T-201270,2025-08-14,มันฝรั่งทอด
T-201270,2025-08-14,เบียร์
T-201271,2025-07-19,ขนมปัง
T-201271,2025-07-19,ถุงพลาสติก
T-201271,2025-07-19,มันฝรั่งทอด
T-201271,2025-07-19,ไข่ไก่
T-201272,2025-09-27,ถุงพลาสติก
T-201272,2025-09-27,บะหมี่กึ่งสำเร็จรูป
T-201273,2025-09-28,ขนมปัง
T-201273,2025-09-28,ผงซักฟอก
T-201273,2025-09-28,ไข่ไก่
T-201274,2025-07-06,บะหมี่กึ่งสำเร็จรูป
T-201275,2025-07-17,ถุงพลาสติก
T-201275,2025-07-17,นมสด
T-201275,2025-07-17,น้ำดื่ม
T-201275,2025-07-17,แชมพู
T-201276,2025-07-30,ถุงพลาสติก
T-201276,2025-07-30,นมสด
T-201276,2025-07-30,ผ้าเช็ดทำความสะอาด
T-201277,2025-09-13,ถุงพลาสติก
T-201277,2025-09-13,มันฝรั่งทอด
T-201278,2025-07-14,ขนมปัง
T-201278,2025-07-14,ชาเขียว
T-201278,2025-07-14,นมสด
T-201278,2025-07-14,ผ้าเช็ดทำความสะอาด
T-201279,2025-09-07,ถุงพลาสติก
T-201279,2025-09-07,น้ำดื่ม
T-201279,2025-09-07,เบียร์
T-201279,2025-09-07,แชมพู
T-201280,2025-09-12,ชาเขียว
T-201280,2025-09-12,ถุงพลาสติก
T-201280,2025-09-12,บะหมี่กึ่งสำเร็จรูป
T-201280,2025-09-12,เบียร์
T-201281,2025-09-07,กาแฟสด
T-201281,2025-09-07,ถุงพลาสติก
T-201281,2025-09-07,น้ำดื่ม
T-201281,2025-09-07,ผงซักฟอก
T-201282,2025-09-03,ถุงพลาสติก
T-201283,2025-07-05,ถุงพลาสติก
T-201283,2025-07-05,ผงซักฟอก
T-201284,2025-07-04,ถุงพลาสติก
T-201284,2025-07-04,บะหมี่กึ่งสำเร็จรูป
T-201284,2025-07-04,ผงซักฟอก
T-201285,2025-08-08,กาแฟสด
T-201285,2025-08-08,ถุงพลาสติก
T-201285,2025-08-08,นมสด
T-201285,2025-08-08,น้ำดื่ม
T-201285,2025-08-08,มันฝรั่งทอด
T-201286,2025-09-12,ถุงพลาสติก
T-201286,2025-09-12,นมสด
T-201286,2025-09-12,มันฝรั่งทอด
T-201286,2025-09-12,ไข่ไก่
T-201287,2025-08-09,ชาเขียว
T-201288,2025-07-25,ขนมปัง
T-201288,2025-07-25,ชาเขียว
T-201288,2025-07-25,ผ้าอ้อม
T-201288,2025-07-25,ผ้าเช็ดทำความสะอาด
T-201289,2025-08-16,ขนมปัง
T-201290,2025-08-15,ถุงพลาสติก
T-201290,2025-08-15,บะหมี่กึ่งสำเร็จรูป
T-201291,2025-07-16,ขนมปัง
T-201291,2025-07-16,ถุงพลาสติก
T-201291,2025-07-16,แชมพู
T-201292,2025-08-02,กาแฟสด
T-201292,2025-08-02,ถุงพลาสติก
T-201293,2025-07-12,ถุงพลาสติก
T-201293,2025-07-12,นมสด
T-201294,2025-07-16,ขนมปัง
T-201294,2025-07-16,ถุงพลาสติก
T-201294,2025-07-16,มันฝรั่งทอด
T-201294,2025-07-16,เบียร์
T-201295,2025-07-25,ถุงพลาสติก
T-201295,2025-07-25,นมสด
T-201295,2025-07-25,น้ำดื่ม
T-201295,2025-07-25,ไข่ไก่
T-201296,2025-09-07,ขนมปัง
T-201296,2025-09-07,ชาเขียว
T-201296,2025-09-07,ผงซักฟอก
T-201296,2025-09-07,ผ้าอ้อม
T-201297,2025-07-27,ขนมปัง
T-201297,2025-07-27,ถุงพลาสติก
T-201297,2025-07-27,น้ำดื่ม
T-201297,2025-07-27,ไข่ไก่
T-201298,2025-07-30,ถุงพลาสติก
T-201298,2025-07-30,นมสด
T-201298,2025-07-30,น้ำดื่ม
T-201298,2025-07-30,เบียร์
T-201299,2025-07-10,กาแฟสด
T-201299,2025-07-10,ขนมปัง
T-201299,2025-07-10,ถุงพลาสติก
T-201299,2025-07-10,น้ำดื่ม
T-201300,2025-07-15,กาแฟสด
T-201300,2025-07-15,ขนมปัง
T-201300,2025-07-15,ถุงพลาสติก
T-201300,2025-07-15,ผงซักฟอก
T-201301,2025-08-18,ขนมปัง
T-201301,2025-08-18,ถุงพลาสติก
T-201301,2025-08-18,นมสด
T-201301,2025-08-18,น้ำดื่ม
T-201301,2025-08-18,บะหมี่กึ่งสำเร็จรูป
T-201301,2025-08-18,ผงซักฟอก
T-201301,2025-08-18,มันฝรั่งทอด
T-201301,2025-08-18,แชมพู
T-201302,2025-07-01,ชาเขียว
T-201302,2025-07-01,ถุงพลาสติก
T-201302,2025-07-01,ไข่ไก่
T-201303,2025-08-31,ถุงพลาสติก
T-201303,2025-08-31,ผ้าอ้อม
T-201303,2025-08-31,เบียร์
T-201304,2025-07-05,ขนมปัง
T-201304,2025-07-05,ถุงพลาสติก
T-201304,2025-07-05,น้ำดื่ม
T-201304,2025-07-05,เบียร์
T-201304,2025-07-05,แชมพู
T-201305,2025-07-30,ถุงพลาสติก
T-201305,2025-07-30,น้ำดื่ม
T-201306,2025-08-14,กาแฟสด
T-201306,2025-08-14,ขนมปัง
T-201306,2025-08-14,ถุงพลาสติก
T-201306,2025-08-14,น้ำดื่ม
T-201307,2025-09-08,กาแฟสด
T-201307,2025-09-08,ถุงพลาสติก
T-201307,2025-09-08,นมสด
T-201308,2025-08-29,ชาเขียว
T-201308,2025-08-29,ถุงพลาสติก
T-201308,2025-08-29,นมสด
T-201308,2025-08-29,ผงซักฟอก
T-201308,2025-08-29,ผ้าเช็ดทำความสะอาด
T-201309,2025-07-09,ถุงพลาสติก
T-201309,2025-07-09,มันฝรั่งทอด
T-201309,2025-07-09,เบียร์
T-201310,2025-08-21,ถุงพลาสติก
T-201310,2025-08-21,นมสด
T-201311,2025-08-27,กาแฟสด
T-201311,2025-08-27,ถุงพลาสติก
T-201312,2025-08-26,กาแฟสด
T-201312,2025-08-26,ถุงพลาสติก
T-201312,2025-08-26,น้ำดื่ม
T-201312,2025-08-26,บะหมี่กึ่งสำเร็จรูป
T-201313,2025-08-07,ถุงพลาสติก
T-201313,2025-08-07,น้ำดื่ม
T-201313,2025-08-07,เบียร์
T-201314,2025-08-17,ถุงพลาสติก
T-201314,2025-08-17,แชมพู
T-201315,2025-07-23,กาแฟสด
T-201315,2025-07-23,ถุงพลาสติก
T-201315,2025-07-23,น้ำดื่ม
T-201316,2025-08-14,ถุงพลาสติก
T-201316,2025-08-14,เบียร์
T-201317,2025-08-19,กาแฟสด
T-201317,2025-08-19,ขนมปัง
T-201317,2025-08-19,ถุงพลาสติก
T-201317,2025-08-19,ไข่ไก่
T-201318,2025-09-06,ถุงพลาสติก
T-201319,2025-09-04,ถุงพลาสติก
T-201319,2025-09-04,นมสด
T-201319,2025-09-04,แชมพู
T-201320,2025-07-21,กาแฟสด
T-201320,2025-07-21,ถุงพลาสติก
T-201320,2025-07-21,นมสด
T-201320,2025-07-21,เบียร์
T-201321,2025-07-11,กาแฟสด
T-201321,2025-07-11,ถุงพลาสติก
T-201321,2025-07-11,น้ำดื่ม
T-201321,2025-07-11,มันฝรั่งทอด
T-201322,2025-08-26,กาแฟสด
T-201322,2025-08-26,ถุงพลาสติก
T-201322,2025-08-26,ผ้าเช็ดทำความสะอาด
T-201323,2025-09-03,ถุงพลาสติก
T-201324,2025-09-20,ขนมปัง
T-201324,2025-09-20,ถุงพลาสติก
T-201324,2025-09-20,นมสด
T-201324,2025-09-20,มันฝรั่งทอด
T-201325,2025-09-17,ถุงพลาสติก
T-201325,2025-09-17,นมสด
T-201326,2025-07-30,ขนมปัง
T-201326,2025-07-30,ถุงพลาสติก
T-201327,2025-09-03,กาแฟสด
T-201327,2025-09-03,น้ำดื่ม
T-201327,2025-09-03,ผงซักฟอก
T-201327,2025-09-03,มันฝรั่งทอด
T-201327,2025-09-03,ไข่ไก่
T-201328,2025-07-21,ขนมปัง
T-201328,2025-07-21,ถุงพลาสติก
T-201328,2025-07-21,ผ้าอ้อม
T-201328,2025-07-21,ผ้าเช็ดทำความสะอาด
T-201328,2025-07-21,เบียร์
T-201329,2025-08-04,ผ้าอ้อม
T-201329,2025-08-04,ผ้าเช็ดทำความสะอาด
T-201330,2025-09-03,กาแฟสด
T-201330,2025-09-03,ขนมปัง
T-201330,2025-09-03,ถุงพลาสติก
T-201330,2025-09-03,นมสด
T-201330,2025-09-03,น้ำดื่ม
T-201330,2025-09-03,เบียร์
T-201330,2025-09-03,ไข่ไก่
T-201331,2025-09-06,ถุงพลาสติก
T-201331,2025-09-06,แชมพู
T-201332,2025-07-13,ขนมปัง
T-201332,2025-07-13,ถุงพลาสติก
T-201332,2025-07-13,น้ำดื่ม
T-201332,2025-07-13,บะหมี่กึ่งสำเร็จรูป
T-201332,2025-07-13,มันฝรั่งทอด
T-201333,2025-09-04,มันฝรั่งทอด
T-201334,2025-09-09,ถุงพลาสติก
T-201334,2025-09-09,นมสด
T-201334,2025-09-09,บะหมี่กึ่งสำเร็จรูป
T-201334,2025-09-09,ผ้าอ้อม
T-201334,2025-09-09,ผ้าเช็ดทำความสะอาด
T-201334,2025-09-09,เบียร์
T-201335,2025-08-29,ขนมปัง
T-201335,2025-08-29,ถุงพลาสติก
T-201335,2025-08-29,ผงซักฟอก
T-201336,2025-08-29,ถุงพลาสติก
T-201336,2025-08-29,มันฝรั่งทอด
T-201337,2025-09-06,ขนมปัง
T-201337,2025-09-06,ถุงพลาสติก
T-201337,2025-09-06,บะหมี่กึ่งสำเร็จรูป
T-201338,2025-07-23,กาแฟสด
T-201338,2025-07-23,นมสด
T-201338,2025-07-23,น้ำดื่ม
T-201338,2025-07-23,ผ้าอ้อม
T-201338,2025-07-23,ผ้าเช็ดทำความสะอาด
T-201339,2025-09-23,ถุงพลาสติก
T-201339,2025-09-23,มันฝรั่งทอด
T-201340,2025-08-29,กาแฟสด
T-201340,2025-08-29,ถุงพลาสติก
T-201341,2025-07-15,ขนมปัง
T-201341,2025-07-15,ถุงพลาสติก
T-201342,2025-07-07,ขนมปัง
T-201342,2025-07-07,ชาเขียว
T-201342,2025-07-07,ถุงพลาสติก
T-201343,2025-07-26,กาแฟสด
T-201343,2025-07-26,ขนมปัง
T-201343,2025-07-26,ถุงพลาสติก
T-201344,2025-09-18,ชาเขียว
T-201344,2025-09-18,ถุงพลาสติก
T-201344,2025-09-18,เบียร์
T-201345,2025-08-30,ชาเขียว
T-201345,2025-08-30,ถุงพลาสติก
T-201345,2025-08-30,นมสด
T-201345,2025-08-30,บะหมี่กึ่งสำเร็จรูป
T-201346,2025-09-04,ชาเขียว
T-201346,2025-09-04,ถุงพลาสติก
T-201346,2025-09-04,มันฝรั่งทอด
T-201347,2025-07-07,ถุงพลาสติก
T-201347,2025-07-07,น้ำดื่ม
T-201347,2025-07-07,ผงซักฟอก
T-201348,2025-08-13,ชาเขียว
T-201348,2025-08-13,ถุงพลาสติก
T-201348,2025-08-13,เบียร์
T-201349,2025-09-06,ชาเขียว
T-201349,2025-09-06,น้ำดื่ม
T-201350,2025-08-30,นมสด
T-201351,2025-08-13,ถุงพลาสติก
T-201351,2025-08-13,ผ้าอ้อม
T-201352,2025-07-20,กาแฟสด
T-201352,2025-07-20,ผงซักฟอก
T-201353,2025-09-20,กาแฟสด
T-201353,2025-09-20,ขนมปัง
T-201353,2025-09-20,ถุงพลาสติก
T-201353,2025-09-20,ผ้าอ้อม
T-201353,2025-09-20,ผ้าเช็ดทำความสะอาด
T-201353,2025-09-20,มันฝรั่งทอด
T-201353,2025-09-20,เบียร์
T-201353,2025-09-20,ไข่ไก่
T-201354,2025-08-15,กาแฟสด
T-201354,2025-08-15,ถุงพลาสติก
T-201354,2025-08-15,น้ำดื่ม
T-201354,2025-08-15,มันฝรั่งทอด
T-201354,2025-08-15,ไข่ไก่
T-201355,2025-08-15,ชาเขียว
T-201355,2025-08-15,น้ำดื่ม
T-201356,2025-08-11,กาแฟสด
T-201356,2025-08-11,ถุงพลาสติก
T-201356,2025-08-11,นมสด
T-201356,2025-08-11,บะหมี่กึ่งสำเร็จรูป
T-201357,2025-08-01,ถุงพลาสติก
T-201357,2025-08-01,บะหมี่กึ่งสำเร็จรูป
T-201358,2025-09-07,กาแฟสด
T-201359,2025-07-27,ขนมปัง
T-201359,2025-07-27,ถุงพลาสติก
T-201359,2025-07-27,แชมพู
T-201359,2025-07-27,ไข่ไก่
T-201360,2025-08-24,ชาเขียว
T-201360,2025-08-24,ถุงพลาสติก
T-201360,2025-08-24,น้ำดื่ม
T-201360,2025-08-24,ผงซักฟอก
T-201360,2025-08-24,มันฝรั่งทอด
T-201360,2025-08-24,เบียร์
T-201361,2025-09-22,ขนมปัง
T-201361,2025-09-22,ถุงพลาสติก
T-201361,2025-09-22,น้ำดื่ม
T-201361,2025-09-22,มันฝรั่งทอด
T-201362,2025-07-05,กาแฟสด
T-201362,2025-07-05,ขนมปัง
T-201362,2025-07-05,ถุงพลาสติก
T-201362,2025-07-05,น้ำดื่ม
T-201362,2025-07-05,ผงซักฟอก
T-201362,2025-07-05,เบียร์
T-201362,2025-07-05,ไข่ไก่
T-201363,2025-09-04,ถุงพลาสติก
T-201363,2025-09-04,เบียร์
T-201363,2025-09-04,ไข่ไก่
T-201364,2025-07-29,ถุงพลาสติก
T-201364,2025-07-29,บะหมี่กึ่งสำเร็จรูป
T-201364,2025-07-29,ไข่ไก่
T-201365,2025-07-29,ขนมปัง
T-201365,2025-07-29,ชาเขียว
T-201365,2025-07-29,ถุงพลาสติก
T-201365,2025-07-29,น้ำดื่ม
T-201365,2025-07-29,ผ้าอ้อม
T-201365,2025-07-29,แชมพู
T-201366,2025-07-23,ขนมปัง
T-201366,2025-07-23,ชาเขียว
T-201366,2025-07-23,ถุงพลาสติก
T-201366,2025-07-23,น้ำดื่ม
T-201366,2025-07-23,แชมพู
T-201366,2025-07-23,ไข่ไก่
T-201367,2025-09-14,กาแฟสด
T-201367,2025-09-14,ถุงพลาสติก
T-201368,2025-09-06,ขนมปัง
T-201368,2025-09-06,ถุงพลาสติก
T-201368,2025-09-06,น้ำดื่ม
T-201368,2025-09-06,ผงซักฟอก
T-201368,2025-09-06,แชมพู
T-201369,2025-07-02,กาแฟสด
T-201369,2025-07-02,ถุงพลาสติก
T-201369,2025-07-02,ผ้าอ้อม
T-201369,2025-07-02,ผ้าเช็ดทำความสะอาด
T-201370,2025-09-03,บะหมี่กึ่งสำเร็จรูป
T-201371,2025-08-27,ถุงพลาสติก
T-201371,2025-08-27,เบียร์
T-201372,2025-07-23,ถุงพลาสติก
T-201372,2025-07-23,ผ้าอ้อม
T-201372,2025-07-23,ผ้าเช็ดทำความสะอาด
T-201373,2025-09-23,ถุงพลาสติก
T-201374,2025-07-05,ขนมปัง
T-201374,2025-07-05,ชาเขียว
T-201374,2025-07-05,ถุงพลาสติก
T-201375,2025-07-18,ชาเขียว
T-201375,2025-07-18,ถุงพลาสติก
T-201375,2025-07-18,นมสด
T-201375,2025-07-18,ผ้าเช็ดทำความสะอาด
T-201375,2025-07-18,มันฝรั่งทอด
T-201375,2025-07-18,เบียร์
T-201375,2025-07-18,แชมพู
T-201376,2025-07-24,ขนมปัง
T-201376,2025-07-24,ชาเขียว
T-201376,2025-07-24,นมสด
T-201377,2025-07-19,กาแฟสด
T-201377,2025-07-19,ถุงพลาสติก
T-201378,2025-08-27,ชาเขียว
T-201378,2025-08-27,ถุงพลาสติก
T-201378,2025-08-27,บะหมี่กึ่งสำเร็จรูป
T-201379,2025-07-25,กาแฟสด
T-201379,2025-07-25,ถุงพลาสติก
T-201379,2025-07-25,ผ้าอ้อม
T-201379,2025-07-25,ผ้าเช็ดทำความสะอาด
T-201379,2025-07-25,ไข่ไก่
T-201380,2025-07-08,ขนมปัง
T-201380,2025-07-08,ถุงพลาสติก
T-201380,2025-07-08,นมสด
T-201381,2025-09-11,ชาเขียว
T-201381,2025-09-11,ถุงพลาสติก
T-201381,2025-09-11,น้ำดื่ม
T-201381,2025-09-11,ผงซักฟอก
T-201381,2025-09-11,ผ้าเช็ดทำความสะอาด
T-201382,2025-07-09,กาแฟสด
T-201382,2025-07-09,ถุงพลาสติก
T-201382,2025-07-09,ผ้าอ้อม
T-201382,2025-07-09,ผ้าเช็ดทำความสะอาด
T-201382,2025-07-09,ไข่ไก่
T-201383,2025-08-04,ถุงพลาสติก
T-201383,2025-08-04,นมสด
T-201383,2025-08-04,บะหมี่กึ่งสำเร็จรูป
T-201383,2025-08-04,ผ้าอ้อม
T-201383,2025-08-04,ไข่ไก่
T-201384,2025-09-17,ถุงพลาสติก
T-201384,2025-09-17,น้ำดื่ม
T-201385,2025-09-22,ถุงพลาสติก
T-201385,2025-09-22,มันฝรั่งทอด
T-201385,2025-09-22,แชมพู
T-201386,2025-08-17,กาแฟสด
T-201386,2025-08-17,ขนมปัง
T-201386,2025-08-17,ถุงพลาสติก
T-201387,2025-07-22,ถุงพลาสติก
T-201387,2025-07-22,นมสด
T-201387,2025-07-22,ผ้าอ้อม
T-201387,2025-07-22,ผ้าเช็ดทำความสะอาด
T-201387,2025-07-22,เบียร์
T-201387,2025-07-22,ไข่ไก่
T-201388,2025-08-01,กาแฟสด
T-201388,2025-08-01,ถุงพลาสติก
T-201388,2025-08-01,น้ำดื่ม
T-201388,2025-08-01,เบียร์
T-201388,2025-08-01,ไข่ไก่
T-201389,2025-07-18,ถุงพลาสติก
T-201390,2025-07-10,ขนมปัง
T-201390,2025-07-10,ชาเขียว
T-201390,2025-07-10,ถุงพลาสติก
T-201390,2025-07-10,น้ำดื่ม
T-201390,2025-07-10,ผ้าเช็ดทำความสะอาด
T-201390,2025-07-10,เบียร์
T-201390,2025-07-10,ไข่ไก่
T-201391,2025-07-09,ถุงพลาสติก
T-201391,2025-07-09,น้ำดื่ม
T-201391,2025-07-09,ผ้าเช็ดทำความสะอาด
T-201391,2025-07-09,เบียร์
T-201392,2025-08-16,กาแฟสด
T-201392,2025-08-16,ขนมปัง
T-201392,2025-08-16,ถุงพลาสติก
T-201393,2025-09-15,ชาเขียว
T-201393,2025-09-15,ถุงพลาสติก
T-201394,2025-07-31,น้ำดื่ม
T-201395,2025-09-18,ถุงพลาสติก
T-201395,2025-09-18,นมสด
T-201395,2025-09-18,น้ำดื่ม
T-201395,2025-09-18,ไข่ไก่
T-201396,2025-09-19,ถุงพลาสติก
T-201396,2025-09-19,นมสด
T-201396,2025-09-19,น้ำดื่ม
T-201396,2025-09-19,บะหมี่กึ่งสำเร็จรูป
T-201397,2025-08-29,ถุงพลาสติก
T-201398,2025-09-07,ขนมปัง
T-201398,2025-09-07,ชาเขียว
T-201398,2025-09-07,ถุงพลาสติก
T-201398,2025-09-07,นมสด
T-201398,2025-09-07,น้ำดื่ม
T-201398,2025-09-07,ผงซักฟอก
T-201399,2025-08-28,ถุงพลาสติก
T-201399,2025-08-28,บะหมี่กึ่งสำเร็จรูป
T-201400,2025-09-15,กาแฟสด
T-201400,2025-09-15,ถุงพลาสติก
T-201400,2025-09-15,บะหมี่กึ่งสำเร็จรูป
T-201400,2025-09-15,ผงซักฟอก
T-201400,2025-09-15,มันฝรั่งทอด
T-201401,2025-08-20,กาแฟสด
T-201401,2025-08-20,ขนมปัง
T-201401,2025-08-20,ถุงพลาสติก
T-201401,2025-08-20,นมสด
T-201401,2025-08-20,ไข่ไก่
T-201402,2025-07-01,ถุงพลาสติก
T-201402,2025-07-01,แชมพู
T-201403,2025-07-04,ขนมปัง
T-201403,2025-07-04,ถุงพลาสติก
T-201403,2025-07-04,น้ำดื่ม
T-201404,2025-09-08,กาแฟสด
T-201404,2025-09-08,ถุงพลาสติก
T-201404,2025-09-08,น้ำดื่ม
T-201405,2025-07-17,กาแฟสด
T-201405,2025-07-17,ถุงพลาสติก
T-201405,2025-07-17,ผ้าอ้อม
T-201406,2025-07-14,ชาเขียว
T-201407,2025-08-02,ถุงพลาสติก
T-201407,2025-08-02,น้ำดื่ม
T-201407,2025-08-02,บะหมี่กึ่งสำเร็จรูป
T-201407,2025-08-02,แชมพู
T-201407,2025-08-02,ไข่ไก่
T-201408,2025-07-25,กาแฟสด
T-201408,2025-07-25,นมสด
T-201409,2025-07-27,ถุงพลาสติก
T-201409,2025-07-27,น้ำดื่ม
T-201410,2025-07-27,กาแฟสด
T-201410,2025-07-27,ถุงพลาสติก
T-201410,2025-07-27,ผ้าเช็ดทำความสะอาด
T-201410,2025-07-27,มันฝรั่งทอด
T-201410,2025-07-27,เบียร์
T-201411,2025-07-08,กาแฟสด
T-201411,2025-07-08,ขนมปัง
T-201411,2025-07-08,ถุงพลาสติก
T-201411,2025-07-08,บะหมี่กึ่งสำเร็จรูป
